,doc_id,item,category,amount,price,discount
0,CH-8_2-2025-04-24-000001,"Биопродукт кефирный БИОБАЛАНС 1%, без змж, 930г",Молочные продукты,5,122.99,0.05
1,CH-8_2-2025-04-24-000001,"Водка FINLANDIA 40%, 0.7л",Алкоголь,4,1449.99,0.03
2,CH-8_2-2025-04-24-000002,"Кольцо песочное ДАРНИЦА, классическое с обжаренным арахисом, 80г",Хлеб и выпечка,3,50.99,0.03
3,CH-8_2-2025-04-24-000002,"Молоко пастеризованное ПРОСТОКВАШИНО 2,5%, без змж, 930мл",Молочные продукты,1,97.99,0.0
4,CH-8_2-2025-04-24-000003,"Масло сливочное СЕЛО ЗЕЛЕНОЕ 82.5%, без змж, 175г",Молочные продукты,2,292.99,0.0
5,CH-8_2-2025-04-24-000003,"Хлеб Нордик с орехами и сухофруктами на закваске, 170г",Хлеб и выпечка,1,99.99,0.0
6,CH-8_2-2025-04-24-000004,"Биопродукт кефирный БИОБАЛАНС 1%, без змж, 930г",Молочные продукты,4,122.99,0.03
7,CH-8_2-2025-04-24-000005,"Ветчина из окорока PREMIUM CLUB нарезка, 170г",Колбаса и сосиски,2,225.99,0.0
8,CH-8_2-2025-04-24-000006,"Сало БАХРУШИНЪ с гималайской солью, 280г",Колбаса и сосиски,2,436.99,0.0
9,CH-8_2-2025-04-24-000007,"Сыр твердый ВЕЛИКИЕ ЛУКИ Parmesan 40%, 3 месяца, без змж, 180г",Сыры,3,271.99,0.03
10,CH-8_2-2025-04-24-000007,"Колбаса вареная ДЫМОВ Докторская ГОСТ, 500г",Колбаса и сосиски,5,335.99,0.05
11,CH-8_2-2025-04-24-000007,"Творог СВЕЖЕЕ ЗАВТРА 5%, без змж, 200г",Молочные продукты,5,108.99,0.05
12,CH-8_2-2025-04-24-000007,"Биопродукт кефирный БИОБАЛАНС 1%, без змж, 930г",Молочные продукты,3,122.99,0.03
13,CH-8_2-2025-04-24-000008,"Колбаса вареная ДЫМОВ Докторская ГОСТ, 500г",Колбаса и сосиски,1,335.99,0.0
14,CH-8_2-2025-04-24-000009,"Сыр DORBLU с голубой плесенью 50%, без змж, 100г",Сыры,4,331.99,0.03
15,CH-8_2-2025-04-24-000009,"Томаты сливовидные ФЛАМЕНКО, 450г",Овощи и фрукты,4,298.99,0.03
16,CH-8_2-2025-04-24-000009,"Томаты сливовидные ФЛАМЕНКО, 450г",Овощи и фрукты,2,298.99,0.0
17,CH-8_2-2025-04-24-000010,"Перец микс, 2шт",Овощи и фрукты,4,151.99,0.03
18,CH-8_2-2025-04-24-000010,"Сосиски ОКРАИНА Венские, 380г",Колбаса и сосиски,1,519.99,0.0
19,CH-8_2-2025-04-24-000010,"Водка FINLANDIA 40%, 0.7л",Алкоголь,5,1449.99,0.05
20,CH-8_2-2025-04-24-000010,"Сметана МЗ Пискаревский 15%, безмж, 450г",Молочные продукты,3,124.99,0.03
21,CH-8_2-2025-04-24-000011,"Хлеб Нордик с орехами и сухофруктами на закваске, 170г",Хлеб и выпечка,5,99.99,0.05
22,CH-8_2-2025-04-24-000011,"Сало БАХРУШИНЪ с гималайской солью, 280г",Колбаса и сосиски,3,436.99,0.03
23,CH-8_2-2025-04-24-000011,"Сало БАХРУШИНЪ с гималайской солью, 280г",Колбаса и сосиски,1,436.99,0.0
24,CH-8_2-2025-04-24-000011,"Хлеб Нордик с орехами и сухофруктами на закваске, 170г",Хлеб и выпечка,2,99.99,0.0
