,doc_id,item,category,amount,price,discount
0,CH-9_6-2025-04-24-000001,"Огурцы Луховицкие, 450г",Овощи и фрукты,2,280.99,0.0
1,CH-9_6-2025-04-24-000001,"Сыр УМАЛАТ Сулугуни 45%, без змж, 280г",Сыры,4,339.99,0.03
2,CH-9_6-2025-04-24-000002,Виски JACK DANIEL'S Tennessee Whiskey 1л,Алкоголь,2,2899.99,0.0
3,CH-9_6-2025-04-24-000003,"Перец микс, 2шт",Овощи и фрукты,3,151.99,0.03
4,CH-9_6-2025-04-24-000003,"Сыр из козьего молока БЕЛОЕ ЗОЛОТО Грана Кози Леварден 50%, без змж, 150г",Сыры,3,417.99,0.03
5,CH-9_6-2025-04-24-000004,"Перец микс, 2шт",Овощи и фрукты,4,151.99,0.03
6,CH-9_6-2025-04-24-000005,"Томаты сливовидные ФЛАМЕНКО, 450г",Овощи и фрукты,4,298.99,0.03
7,CH-9_6-2025-04-24-000005,"Перец микс, 2шт",Овощи и фрукты,2,151.99,0.0
8,CH-9_6-2025-04-24-000006,"Сыр твердый ВЕЛИКИЕ ЛУКИ Parmesan 40%, 3 месяца, без змж, 180г",Сыры,2,271.99,0.0
9,CH-9_6-2025-04-24-000006,Виски JACK DANIEL'S Tennessee Whiskey 1л,Алкоголь,3,2899.99,0.03
10,CH-9_6-2025-04-24-000007,"Сметана МЗ Пискаревский 15%, безмж, 450г",Молочные продукты,4,124.99,0.03
11,CH-9_6-2025-04-24-000008,"Сыр УМАЛАТ Сулугуни 45%, без змж, 280г",Сыры,5,339.99,0.05
12,CH-9_6-2025-04-24-000008,"Сало БАХРУШИНЪ с гималайской солью, 280г",Колбаса и сосиски,5,436.99,0.05
13,CH-9_6-2025-04-24-000009,"Сыр твердый ВЕЛИКИЕ ЛУКИ Parmesan 40%, 3 месяца, без змж, 180г",Сыры,1,271.99,0.0
14,CH-9_6-2025-04-24-000009,"Сосиски ОКРАИНА Венские, 380г",Колбаса и сосиски,4,519.99,0.03
15,CH-9_6-2025-04-24-000010,"Творог СВЕЖЕЕ ЗАВТРА 5%, без змж, 200г",Молочные продукты,4,108.99,0.03
16,CH-9_6-2025-04-24-000010,"Сыр УМАЛАТ Сулугуни 45%, без змж, 280г",Сыры,5,339.99,0.05
17,CH-9_6-2025-04-24-000011,"Молоко пастеризованное ПРОСТОКВАШИНО 2,5%, без змж, 930мл",Молочные продукты,1,97.99,0.0
18,CH-9_6-2025-04-24-000012,"Сыр УМАЛАТ Сулугуни 45%, без змж, 280г",Сыры,3,339.99,0.03
19,CH-9_6-2025-04-24-000013,"Сыр твердый ВЕЛИКИЕ ЛУКИ Parmesan 40%, 3 месяца, без змж, 180г",Сыры,4,271.99,0.03
20,CH-9_6-2025-04-24-000013,"Вино игристое MARTINI Asti белое сладкое, 0.75л",Алкоголь,3,1499.99,0.03
21,CH-9_6-2025-04-24-000014,"Ветчина из окорока PREMIUM CLUB нарезка, 170г",Колбаса и сосиски,5,225.99,0.05
22,CH-9_6-2025-04-24-000015,"Кольцо песочное ДАРНИЦА, классическое с обжаренным арахисом, 80г",Хлеб и выпечка,5,50.99,0.05
23,CH-9_6-2025-04-24-000015,"Огурцы Луховицкие, 450г",Овощи и фрукты,3,280.99,0.03
24,CH-9_6-2025-04-24-000016,"Хлеб Нордик с орехами и сухофруктами на закваске, 170г",Хлеб и выпечка,3,99.99,0.03
25,CH-9_6-2025-04-24-000016,"Колбаса вареная ДЫМОВ Докторская ГОСТ, 500г",Колбаса и сосиски,3,335.99,0.03
26,CH-9_6-2025-04-24-000017,"Огурцы Луховицкие, 450г",Овощи и фрукты,2,280.99,0.0
27,CH-9_6-2025-04-24-000018,"Огурцы Луховицкие, 450г",Овощи и фрукты,4,280.99,0.03
28,CH-9_6-2025-04-24-000019,"Сыр DORBLU с голубой плесенью 50%, без змж, 100г",Сыры,3,331.99,0.03
29,CH-9_6-2025-04-24-000020,"Лаваш РИЖСКИЙ ХЛЕБ Армянский ручной работы, 300г",Хлеб и выпечка,2,73.99,0.0
30,CH-9_6-2025-04-24-000020,"Коньяк САРАДЖИШВИЛИ ХО Грузинский марочный старый КС 10 лет 40%, п/у, 0.5л",Алкоголь,4,4499.9,0.03
31,CH-9_6-2025-04-24-000021,"Томаты сливовидные ФЛАМЕНКО, 450г",Овощи и фрукты,5,298.99,0.05
32,CH-9_6-2025-04-24-000021,"Хлеб заварной ХЛЕБНЫЙ ДОМ Заквасный без хлебопекарных дрожжей в упаковке, в нарезке, 350г",Хлеб и выпечка,1,72.99,0.0
33,CH-9_6-2025-04-24-000022,"Масло сливочное СЕЛО ЗЕЛЕНОЕ 82.5%, без змж, 175г",Молочные продукты,3,292.99,0.03
34,CH-9_6-2025-04-24-000023,"Сыр УМАЛАТ Сулугуни 45%, без змж, 280г",Сыры,3,339.99,0.03
35,CH-9_6-2025-04-24-000023,"Вино игристое MARTINI Asti белое сладкое, 0.75л",Алкоголь,5,1499.99,0.05
36,CH-9_6-2025-04-24-000023,"Лаваш РИЖСКИЙ ХЛЕБ Армянский ручной работы, 300г",Хлеб и выпечка,5,73.99,0.05
37,CH-9_6-2025-04-24-000023,"Лаваш РИЖСКИЙ ХЛЕБ Армянский ручной работы, 300г",Хлеб и выпечка,5,73.99,0.05
38,CH-9_6-2025-04-24-000024,"Кольцо песочное ДАРНИЦА, классическое с обжаренным арахисом, 80г",Хлеб и выпечка,1,50.99,0.0
39,CH-9_6-2025-04-24-000025,"Сыр творожный BONFESTO Кремчиз 70%, без змж, 400г",Сыры,4,308.99,0.03
40,CH-9_6-2025-04-24-000025,Виски JACK DANIEL'S Tennessee Whiskey 1л,Алкоголь,1,2899.99,0.0
41,CH-9_6-2025-04-24-000025,"Водка FINLANDIA 40%, 0.7л",Алкоголь,3,1449.99,0.03
42,CH-9_6-2025-04-24-000026,"Хлебец АРНАУТ Ленинградский, 280г",Хлеб и выпечка,1,108.99,0.0
43,CH-9_6-2025-04-24-000027,"Хлеб заварной ХЛЕБНЫЙ ДОМ Заквасный без хлебопекарных дрожжей в упаковке, в нарезке, 350г",Хлеб и выпечка,1,72.99,0.0
44,CH-9_6-2025-04-24-000028,"Молоко пастеризованное ПРОСТОКВАШИНО 2,5%, без змж, 930мл",Молочные продукты,2,97.99,0.0
45,CH-9_6-2025-04-24-000029,"Огурцы Луховицкие, 450г",Овощи и фрукты,3,280.99,0.03
46,CH-9_6-2025-04-24-000029,"Хлеб заварной ХЛЕБНЫЙ ДОМ Заквасный без хлебопекарных дрожжей в упаковке, в нарезке, 350г",Хлеб и выпечка,5,72.99,0.05
47,CH-9_6-2025-04-24-000030,"Вино J.P.CHENET Делишес Медиум Свит красное полусладкое, 0.75л",Алкоголь,5,999.99,0.05
48,CH-9_6-2025-04-24-000031,"Водка FINLANDIA 40%, 0.7л",Алкоголь,2,1449.99,0.0
49,CH-9_6-2025-04-24-000031,"Ветчина из окорока PREMIUM CLUB нарезка, 170г",Колбаса и сосиски,3,225.99,0.03
50,CH-9_6-2025-04-24-000031,"Молоко пастеризованное ПРОСТОКВАШИНО 2,5%, без змж, 930мл",Молочные продукты,5,97.99,0.05
51,CH-9_6-2025-04-24-000031,"Сало БАХРУШИНЪ с гималайской солью, 280г",Колбаса и сосиски,3,436.99,0.03
52,CH-9_6-2025-04-24-000031,"Сыр из козьего молока БЕЛОЕ ЗОЛОТО Грана Кози Леварден 50%, без змж, 150г",Сыры,2,417.99,0.0
53,CH-9_6-2025-04-24-000031,"Сосиски ОКРАИНА Венские, 380г",Колбаса и сосиски,2,519.99,0.0
54,CH-9_6-2025-04-24-000032,"Сыр DORBLU с голубой плесенью 50%, без змж, 100г",Сыры,2,331.99,0.0
55,CH-9_6-2025-04-24-000033,"Биопродукт кефирный БИОБАЛАНС 1%, без змж, 930г",Молочные продукты,4,122.99,0.03
56,CH-9_6-2025-04-24-000033,"Томаты сливовидные ФЛАМЕНКО, 450г",Овощи и фрукты,4,298.99,0.03
57,CH-9_6-2025-04-24-000033,"Томаты сливовидные ФЛАМЕНКО, 450г",Овощи и фрукты,4,298.99,0.03
58,CH-9_6-2025-04-24-000034,"Огурцы Луховицкие, 450г",Овощи и фрукты,2,280.99,0.0
59,CH-9_6-2025-04-24-000035,"Лаваш РИЖСКИЙ ХЛЕБ Армянский ручной работы, 300г",Хлеб и выпечка,1,73.99,0.0
60,CH-9_6-2025-04-24-000035,"Хлеб Нордик с орехами и сухофруктами на закваске, 170г",Хлеб и выпечка,5,99.99,0.05
