,doc_id,item,category,amount,price,discount
0,CH-6_2-2025-04-24-000001,Виски JACK DANIEL'S Tennessee Whiskey 1л,Алкоголь,4,2899.99,0.03
1,CH-6_2-2025-04-24-000001,"Огурцы Луховицкие, 450г",Овощи и фрукты,2,280.99,0.0
2,CH-6_2-2025-04-24-000002,"Томаты черри ВАУ круглые красные, 200г",Овощи и фрукты,2,252.99,0.0
3,CH-6_2-2025-04-24-000002,"Томаты сливовидные ФЛАМЕНКО, 450г",Овощи и фрукты,2,298.99,0.0
4,CH-6_2-2025-04-24-000002,"Сыр УМАЛАТ Сулугуни 45%, без змж, 280г",Сыры,3,339.99,0.03
5,CH-6_2-2025-04-24-000002,"Вино J.P.CHENET Делишес Медиум Свит красное полусладкое, 0.75л",Алкоголь,4,999.99,0.03
6,CH-6_2-2025-04-24-000003,"Лаваш РИЖСКИЙ ХЛЕБ Армянский ручной работы, 300г",Хлеб и выпечка,3,73.99,0.03
7,CH-6_2-2025-04-24-000003,"Масло сливочное СЕЛО ЗЕЛЕНОЕ 82.5%, без змж, 175г",Молочные продукты,3,292.99,0.03
8,CH-6_2-2025-04-24-000004,"Огурцы Луховицкие, 450г",Овощи и фрукты,3,280.99,0.03
9,CH-6_2-2025-04-24-000004,"Лаваш РИЖСКИЙ ХЛЕБ Армянский ручной работы, 300г",Хлеб и выпечка,4,73.99,0.03
10,CH-6_2-2025-04-24-000004,"Творог СВЕЖЕЕ ЗАВТРА 5%, без змж, 200г",Молочные продукты,4,108.99,0.03
11,CH-6_2-2025-04-24-000005,"Коньяк САРАДЖИШВИЛИ ХО Грузинский марочный старый КС 10 лет 40%, п/у, 0.5л",Алкоголь,2,4499.9,0.0
12,CH-6_2-2025-04-24-000006,"Молоко пастеризованное ПРОСТОКВАШИНО 2,5%, без змж, 930мл",Молочные продукты,3,97.99,0.03
13,CH-6_2-2025-04-24-000006,"Вино J.P.CHENET Делишес Медиум Свит красное полусладкое, 0.75л",Алкоголь,3,999.99,0.03
14,CH-6_2-2025-04-24-000007,"Томаты черри ВАУ круглые красные, 200г",Овощи и фрукты,1,252.99,0.0
15,CH-6_2-2025-04-24-000007,"Кольцо песочное ДАРНИЦА, классическое с обжаренным арахисом, 80г",Хлеб и выпечка,4,50.99,0.03
16,CH-6_2-2025-04-24-000007,"Перец микс, 2шт",Овощи и фрукты,2,151.99,0.0
17,CH-6_2-2025-04-24-000007,"Масло сливочное СЕЛО ЗЕЛЕНОЕ 82.5%, без змж, 175г",Молочные продукты,1,292.99,0.0
18,CH-6_2-2025-04-24-000007,"Сыр твердый ВЕЛИКИЕ ЛУКИ Parmesan 40%, 3 месяца, без змж, 180г",Сыры,5,271.99,0.05
19,CH-6_2-2025-04-24-000008,"Колбаса вареная ДЫМОВ Докторская ГОСТ, 500г",Колбаса и сосиски,1,335.99,0.0
20,CH-6_2-2025-04-24-000009,"Колбаса сыровяленая CASADEMONT Сальчичон Монтанья Экстра, 250г",Колбаса и сосиски,3,656.99,0.03
21,CH-6_2-2025-04-24-000009,"Колбаса вареная ДЫМОВ Докторская ГОСТ, 500г",Колбаса и сосиски,5,335.99,0.05
22,CH-6_2-2025-04-24-000009,"Томаты сливовидные ФЛАМЕНКО, 450г",Овощи и фрукты,5,298.99,0.05
23,CH-6_2-2025-04-24-000009,"Перец микс, 2шт",Овощи и фрукты,4,151.99,0.03
24,CH-6_2-2025-04-24-000009,"Лаваш РИЖСКИЙ ХЛЕБ Армянский ручной работы, 300г",Хлеб и выпечка,1,73.99,0.0
25,CH-6_2-2025-04-24-000010,"Ветчина из окорока PREMIUM CLUB нарезка, 170г",Колбаса и сосиски,3,225.99,0.03
26,CH-6_2-2025-04-24-000010,"Колбаса вареная ДЫМОВ Докторская ГОСТ, 500г",Колбаса и сосиски,1,335.99,0.0
27,CH-6_2-2025-04-24-000011,"Молоко пастеризованное ПРОСТОКВАШИНО 2,5%, без змж, 930мл",Молочные продукты,3,97.99,0.03
28,CH-6_2-2025-04-24-000011,"Вино игристое MARTINI Asti белое сладкое, 0.75л",Алкоголь,2,1499.99,0.0
