,doc_id,item,category,amount,price,discount
0,CH-2_1-2025-04-24-000001,"Колбаса сыровяленая CASADEMONT Сальчичон Монтанья Экстра, 250г",Колбаса и сосиски,4,656.99,0.03
1,CH-2_1-2025-04-24-000001,"Колбаса сыровяленая CASADEMONT Сальчичон Монтанья Экстра, 250г",Колбаса и сосиски,5,656.99,0.05
2,CH-2_1-2025-04-24-000001,"Лаваш РИЖСКИЙ ХЛЕБ Армянский ручной работы, 300г",Хлеб и выпечка,3,73.99,0.03
3,CH-2_1-2025-04-24-000002,"Колбаса сыровяленая CASADEMONT Сальчичон Монтанья Экстра, 250г",Колбаса и сосиски,5,656.99,0.05
4,CH-2_1-2025-04-24-000003,"Сыр УМАЛАТ Сулугуни 45%, без змж, 280г",Сыры,2,339.99,0.0
5,CH-2_1-2025-04-24-000004,"Молоко пастеризованное ПРОСТОКВАШИНО 2,5%, без змж, 930мл",Молочные продукты,5,97.99,0.05
6,CH-2_1-2025-04-24-000004,"Сметана МЗ Пискаревский 15%, безмж, 450г",Молочные продукты,2,124.99,0.0
7,CH-2_1-2025-04-24-000004,"Творог СВЕЖЕЕ ЗАВТРА 5%, без змж, 200г",Молочные продукты,5,108.99,0.05
8,CH-2_1-2025-04-24-000005,"Водка FINLANDIA 40%, 0.7л",Алкоголь,4,1449.99,0.03
9,CH-2_1-2025-04-24-000006,"Коньяк САРАДЖИШВИЛИ ХО Грузинский марочный старый КС 10 лет 40%, п/у, 0.5л",Алкоголь,1,4499.9,0.0
10,CH-2_1-2025-04-24-000006,"Сыр твердый ВЕЛИКИЕ ЛУКИ Parmesan 40%, 3 месяца, без змж, 180г",Сыры,3,271.99,0.03
11,CH-2_1-2025-04-24-000006,"Кольцо песочное ДАРНИЦА, классическое с обжаренным арахисом, 80г",Хлеб и выпечка,2,50.99,0.0
12,CH-2_1-2025-04-24-000007,"Редис, 500г",Овощи и фрукты,1,199.99,0.0
13,CH-2_1-2025-04-24-000008,"Коньяк САРАДЖИШВИЛИ ХО Грузинский марочный старый КС 10 лет 40%, п/у, 0.5л",Алкоголь,2,4499.9,0.0
14,CH-2_1-2025-04-24-000008,"Колбаса вареная ДЫМОВ Докторская ГОСТ, 500г",Колбаса и сосиски,4,335.99,0.03
15,CH-2_1-2025-04-24-000008,"Редис, 500г",Овощи и фрукты,5,199.99,0.05
16,CH-2_1-2025-04-24-000008,"Сыр DORBLU с голубой плесенью 50%, без змж, 100г",Сыры,1,331.99,0.0
17,CH-2_1-2025-04-24-000008,"Вино J.P.CHENET Делишес Медиум Свит красное полусладкое, 0.75л",Алкоголь,1,999.99,0.0
