,doc_id,item,category,amount,price,discount
0,CH-1_5-2025-04-24-000001,"Хлебец АРНАУТ Ленинградский, 280г",Хлеб и выпечка,2,108.99,0.0
1,CH-1_5-2025-04-24-000001,"Сыр УМАЛАТ Сулугуни 45%, без змж, 280г",Сыры,3,339.99,0.03
2,CH-1_5-2025-04-24-000001,"Редис, 500г",Овощи и фрукты,3,199.99,0.03
3,CH-1_5-2025-04-24-000002,"Хлеб Нордик с орехами и сухофруктами на закваске, 170г",Хлеб и выпечка,5,99.99,0.05
4,CH-1_5-2025-04-24-000003,"Водка FINLANDIA 40%, 0.7л",Алкоголь,3,1449.99,0.03
5,CH-1_5-2025-04-24-000004,"Сметана МЗ Пискаревский 15%, безмж, 450г",Молочные продукты,3,124.99,0.03
6,CH-1_5-2025-04-24-000004,"Редис, 500г",Овощи и фрукты,3,199.99,0.03
7,CH-1_5-2025-04-24-000004,"Хлебец АРНАУТ Ленинградский, 280г",Хлеб и выпечка,3,108.99,0.03
8,CH-1_5-2025-04-24-000004,"Вино игристое MARTINI Asti белое сладкое, 0.75л",Алкоголь,5,1499.99,0.05
9,CH-1_5-2025-04-24-000005,"Сало БАХРУШИНЪ с гималайской солью, 280г",Колбаса и сосиски,5,436.99,0.05
10,CH-1_5-2025-04-24-000006,"Ветчина из окорока PREMIUM CLUB нарезка, 170г",Колбаса и сосиски,1,225.99,0.0
11,CH-1_5-2025-04-24-000006,"Колбаса вареная ДЫМОВ Докторская ГОСТ, 500г",Колбаса и сосиски,4,335.99,0.03
12,CH-1_5-2025-04-24-000007,"Огурцы Луховицкие, 450г",Овощи и фрукты,4,280.99,0.03
13,CH-1_5-2025-04-24-000007,"Редис, 500г",Овощи и фрукты,5,199.99,0.05
14,CH-1_5-2025-04-24-000008,"Вино игристое MARTINI Asti белое сладкое, 0.75л",Алкоголь,2,1499.99,0.0
15,CH-1_5-2025-04-24-000008,"Хлеб заварной ХЛЕБНЫЙ ДОМ Заквасный без хлебопекарных дрожжей в упаковке, в нарезке, 350г",Хлеб и выпечка,4,72.99,0.03
16,CH-1_5-2025-04-24-000009,"Сыр DORBLU с голубой плесенью 50%, без змж, 100г",Сыры,4,331.99,0.03
17,CH-1_5-2025-04-24-000010,"Хлеб заварной ХЛЕБНЫЙ ДОМ Заквасный без хлебопекарных дрожжей в упаковке, в нарезке, 350г",Хлеб и выпечка,3,72.99,0.03
18,CH-1_5-2025-04-24-000011,"Ветчина из окорока PREMIUM CLUB нарезка, 170г",Колбаса и сосиски,3,225.99,0.03
19,CH-1_5-2025-04-24-000012,"Сосиски ОКРАИНА Венские, 380г",Колбаса и сосиски,3,519.99,0.03
20,CH-1_5-2025-04-24-000012,"Коньяк САРАДЖИШВИЛИ ХО Грузинский марочный старый КС 10 лет 40%, п/у, 0.5л",Алкоголь,3,4499.9,0.03
21,CH-1_5-2025-04-24-000013,"Сыр УМАЛАТ Сулугуни 45%, без змж, 280г",Сыры,3,339.99,0.03
22,CH-1_5-2025-04-24-000014,"Масло сливочное СЕЛО ЗЕЛЕНОЕ 82.5%, без змж, 175г",Молочные продукты,5,292.99,0.05
23,CH-1_5-2025-04-24-000015,"Перец микс, 2шт",Овощи и фрукты,2,151.99,0.0
24,CH-1_5-2025-04-24-000016,"Сметана МЗ Пискаревский 15%, безмж, 450г",Молочные продукты,1,124.99,0.0
25,CH-1_5-2025-04-24-000017,"Перец микс, 2шт",Овощи и фрукты,4,151.99,0.03
26,CH-1_5-2025-04-24-000017,"Сало БАХРУШИНЪ с гималайской солью, 280г",Колбаса и сосиски,3,436.99,0.03
27,CH-1_5-2025-04-24-000018,"Колбаса вареная ДЫМОВ Докторская ГОСТ, 500г",Колбаса и сосиски,5,335.99,0.05
28,CH-1_5-2025-04-24-000018,"Колбаса вареная ДЫМОВ Докторская ГОСТ, 500г",Колбаса и сосиски,5,335.99,0.05
29,CH-1_5-2025-04-24-000018,"Вино J.P.CHENET Делишес Медиум Свит красное полусладкое, 0.75л",Алкоголь,1,999.99,0.0
30,CH-1_5-2025-04-24-000018,"Перец микс, 2шт",Овощи и фрукты,4,151.99,0.03
31,CH-1_5-2025-04-24-000018,"Вино J.P.CHENET Делишес Медиум Свит красное полусладкое, 0.75л",Алкоголь,1,999.99,0.0
32,CH-1_5-2025-04-24-000018,"Томаты черри ВАУ круглые красные, 200г",Овощи и фрукты,4,252.99,0.03
33,CH-1_5-2025-04-24-000018,"Сыр из козьего молока БЕЛОЕ ЗОЛОТО Грана Кози Леварден 50%, без змж, 150г",Сыры,3,417.99,0.03
34,CH-1_5-2025-04-24-000018,"Масло сливочное СЕЛО ЗЕЛЕНОЕ 82.5%, без змж, 175г",Молочные продукты,2,292.99,0.0
35,CH-1_5-2025-04-24-000018,"Колбаса сыровяленая CASADEMONT Сальчичон Монтанья Экстра, 250г",Колбаса и сосиски,2,656.99,0.0
36,CH-1_5-2025-04-24-000018,"Томаты черри ВАУ круглые красные, 200г",Овощи и фрукты,2,252.99,0.0
37,CH-1_5-2025-04-24-000019,"Молоко пастеризованное ПРОСТОКВАШИНО 2,5%, без змж, 930мл",Молочные продукты,3,97.99,0.03
38,CH-1_5-2025-04-24-000019,"Сыр из козьего молока БЕЛОЕ ЗОЛОТО Грана Кози Леварден 50%, без змж, 150г",Сыры,4,417.99,0.03
39,CH-1_5-2025-04-24-000020,"Сало БАХРУШИНЪ с гималайской солью, 280г",Колбаса и сосиски,4,436.99,0.03
40,CH-1_5-2025-04-24-000021,"Колбаса вареная ДЫМОВ Докторская ГОСТ, 500г",Колбаса и сосиски,3,335.99,0.03
41,CH-1_5-2025-04-24-000021,"Коньяк САРАДЖИШВИЛИ ХО Грузинский марочный старый КС 10 лет 40%, п/у, 0.5л",Алкоголь,3,4499.9,0.03
42,CH-1_5-2025-04-24-000021,"Сметана МЗ Пискаревский 15%, безмж, 450г",Молочные продукты,3,124.99,0.03
43,CH-1_5-2025-04-24-000021,"Сало БАХРУШИНЪ с гималайской солью, 280г",Колбаса и сосиски,4,436.99,0.03
44,CH-1_5-2025-04-24-000022,"Хлеб заварной ХЛЕБНЫЙ ДОМ Заквасный без хлебопекарных дрожжей в упаковке, в нарезке, 350г",Хлеб и выпечка,1,72.99,0.0
45,CH-1_5-2025-04-24-000023,"Вино игристое MARTINI Asti белое сладкое, 0.75л",Алкоголь,2,1499.99,0.0
46,CH-1_5-2025-04-24-000023,"Перец микс, 2шт",Овощи и фрукты,2,151.99,0.0
47,CH-1_5-2025-04-24-000023,"Сыр творожный BONFESTO Кремчиз 70%, без змж, 400г",Сыры,2,308.99,0.0
48,CH-1_5-2025-04-24-000024,"Сыр из козьего молока БЕЛОЕ ЗОЛОТО Грана Кози Леварден 50%, без змж, 150г",Сыры,3,417.99,0.03
49,CH-1_5-2025-04-24-000024,"Сыр из козьего молока БЕЛОЕ ЗОЛОТО Грана Кози Леварден 50%, без змж, 150г",Сыры,2,417.99,0.0
50,CH-1_5-2025-04-24-000024,"Вино игристое MARTINI Asti белое сладкое, 0.75л",Алкоголь,4,1499.99,0.03
51,CH-1_5-2025-04-24-000025,"Колбаса сыровяленая CASADEMONT Сальчичон Монтанья Экстра, 250г",Колбаса и сосиски,5,656.99,0.05
52,CH-1_5-2025-04-24-000026,"Вино игристое MARTINI Asti белое сладкое, 0.75л",Алкоголь,3,1499.99,0.03
53,CH-1_5-2025-04-24-000027,"Кольцо песочное ДАРНИЦА, классическое с обжаренным арахисом, 80г",Хлеб и выпечка,2,50.99,0.0
54,CH-1_5-2025-04-24-000027,"Огурцы Луховицкие, 450г",Овощи и фрукты,4,280.99,0.03
55,CH-1_5-2025-04-24-000028,"Редис, 500г",Овощи и фрукты,4,199.99,0.03
56,CH-1_5-2025-04-24-000028,"Сало БАХРУШИНЪ с гималайской солью, 280г",Колбаса и сосиски,1,436.99,0.0
57,CH-1_5-2025-04-24-000029,"Хлеб заварной ХЛЕБНЫЙ ДОМ Заквасный без хлебопекарных дрожжей в упаковке, в нарезке, 350г",Хлеб и выпечка,1,72.99,0.0
58,CH-1_5-2025-04-24-000029,"Масло сливочное СЕЛО ЗЕЛЕНОЕ 82.5%, без змж, 175г",Молочные продукты,5,292.99,0.05
59,CH-1_5-2025-04-24-000029,"Хлеб Нордик с орехами и сухофруктами на закваске, 170г",Хлеб и выпечка,2,99.99,0.0
60,CH-1_5-2025-04-24-000029,"Сыр УМАЛАТ Сулугуни 45%, без змж, 280г",Сыры,4,339.99,0.03
