,doc_id,item,category,amount,price,discount
0,CH-4_3-2025-04-24-000001,"Вино J.P.CHENET Делишес Медиум Свит красное полусладкое, 0.75л",Алкоголь,5,999.99,0.05
1,CH-4_3-2025-04-24-000002,"Ветчина из окорока PREMIUM CLUB нарезка, 170г",Колбаса и сосиски,5,225.99,0.05
2,CH-4_3-2025-04-24-000002,"Кольцо песочное ДАРНИЦА, классическое с обжаренным арахисом, 80г",Хлеб и выпечка,5,50.99,0.05
3,CH-4_3-2025-04-24-000003,"Вино игристое MARTINI Asti белое сладкое, 0.75л",Алкоголь,5,1499.99,0.05
4,CH-4_3-2025-04-24-000004,"Коньяк САРАДЖИШВИЛИ ХО Грузинский марочный старый КС 10 лет 40%, п/у, 0.5л",Алкоголь,4,4499.9,0.03
5,CH-4_3-2025-04-24-000004,"Ветчина из окорока PREMIUM CLUB нарезка, 170г",Колбаса и сосиски,5,225.99,0.05
6,CH-4_3-2025-04-24-000005,"Хлеб заварной ХЛЕБНЫЙ ДОМ Заквасный без хлебопекарных дрожжей в упаковке, в нарезке, 350г",Хлеб и выпечка,2,72.99,0.0
7,CH-4_3-2025-04-24-000006,"Сыр из козьего молока БЕЛОЕ ЗОЛОТО Грана Кози Леварден 50%, без змж, 150г",Сыры,5,417.99,0.05
8,CH-4_3-2025-04-24-000007,"Сыр творожный BONFESTO Кремчиз 70%, без змж, 400г",Сыры,4,308.99,0.03
9,CH-4_3-2025-04-24-000008,"Кольцо песочное ДАРНИЦА, классическое с обжаренным арахисом, 80г",Хлеб и выпечка,5,50.99,0.05
10,CH-4_3-2025-04-24-000008,"Редис, 500г",Овощи и фрукты,3,199.99,0.03
11,CH-4_3-2025-04-24-000009,"Томаты черри ВАУ круглые красные, 200г",Овощи и фрукты,4,252.99,0.03
12,CH-4_3-2025-04-24-000009,"Вино игристое MARTINI Asti белое сладкое, 0.75л",Алкоголь,3,1499.99,0.03
13,CH-4_3-2025-04-24-000009,"Кольцо песочное ДАРНИЦА, классическое с обжаренным арахисом, 80г",Хлеб и выпечка,3,50.99,0.03
14,CH-4_3-2025-04-24-000009,"Сыр DORBLU с голубой плесенью 50%, без змж, 100г",Сыры,2,331.99,0.0
15,CH-4_3-2025-04-24-000010,"Сметана МЗ Пискаревский 15%, безмж, 450г",Молочные продукты,5,124.99,0.05
16,CH-4_3-2025-04-24-000010,"Молоко пастеризованное ПРОСТОКВАШИНО 2,5%, без змж, 930мл",Молочные продукты,4,97.99,0.03
17,CH-4_3-2025-04-24-000011,"Ветчина из окорока PREMIUM CLUB нарезка, 170г",Колбаса и сосиски,3,225.99,0.03
18,CH-4_3-2025-04-24-000012,"Кольцо песочное ДАРНИЦА, классическое с обжаренным арахисом, 80г",Хлеб и выпечка,2,50.99,0.0
19,CH-4_3-2025-04-24-000013,"Сыр твердый ВЕЛИКИЕ ЛУКИ Parmesan 40%, 3 месяца, без змж, 180г",Сыры,5,271.99,0.05
20,CH-4_3-2025-04-24-000014,"Кольцо песочное ДАРНИЦА, классическое с обжаренным арахисом, 80г",Хлеб и выпечка,1,50.99,0.0
21,CH-4_3-2025-04-24-000015,"Огурцы Луховицкие, 450г",Овощи и фрукты,4,280.99,0.03
22,CH-4_3-2025-04-24-000015,"Хлеб заварной ХЛЕБНЫЙ ДОМ Заквасный без хлебопекарных дрожжей в упаковке, в нарезке, 350г",Хлеб и выпечка,1,72.99,0.0
23,CH-4_3-2025-04-24-000016,"Молоко пастеризованное ПРОСТОКВАШИНО 2,5%, без змж, 930мл",Молочные продукты,3,97.99,0.03
24,CH-4_3-2025-04-24-000017,"Томаты черри ВАУ круглые красные, 200г",Овощи и фрукты,1,252.99,0.0
25,CH-4_3-2025-04-24-000017,"Водка FINLANDIA 40%, 0.7л",Алкоголь,1,1449.99,0.0
26,CH-4_3-2025-04-24-000018,"Сметана МЗ Пискаревский 15%, безмж, 450г",Молочные продукты,5,124.99,0.05
27,CH-4_3-2025-04-24-000018,"Сыр УМАЛАТ Сулугуни 45%, без змж, 280г",Сыры,5,339.99,0.05
28,CH-4_3-2025-04-24-000018,"Сыр УМАЛАТ Сулугуни 45%, без змж, 280г",Сыры,2,339.99,0.0
29,CH-4_3-2025-04-24-000018,"Творог СВЕЖЕЕ ЗАВТРА 5%, без змж, 200г",Молочные продукты,4,108.99,0.03
30,CH-4_3-2025-04-24-000018,"Колбаса сыровяленая CASADEMONT Сальчичон Монтанья Экстра, 250г",Колбаса и сосиски,3,656.99,0.03
31,CH-4_3-2025-04-24-000019,"Ветчина из окорока PREMIUM CLUB нарезка, 170г",Колбаса и сосиски,3,225.99,0.03
32,CH-4_3-2025-04-24-000019,"Редис, 500г",Овощи и фрукты,1,199.99,0.0
33,CH-4_3-2025-04-24-000020,"Сыр твердый ВЕЛИКИЕ ЛУКИ Parmesan 40%, 3 месяца, без змж, 180г",Сыры,4,271.99,0.03
34,CH-4_3-2025-04-24-000021,"Вино J.P.CHENET Делишес Медиум Свит красное полусладкое, 0.75л",Алкоголь,2,999.99,0.0
35,CH-4_3-2025-04-24-000022,"Кольцо песочное ДАРНИЦА, классическое с обжаренным арахисом, 80г",Хлеб и выпечка,4,50.99,0.03
36,CH-4_3-2025-04-24-000023,"Водка FINLANDIA 40%, 0.7л",Алкоголь,2,1449.99,0.0
37,CH-4_3-2025-04-24-000023,"Колбаса вареная ДЫМОВ Докторская ГОСТ, 500г",Колбаса и сосиски,3,335.99,0.03
38,CH-4_3-2025-04-24-000024,"Сыр УМАЛАТ Сулугуни 45%, без змж, 280г",Сыры,1,339.99,0.0
39,CH-4_3-2025-04-24-000024,"Коньяк САРАДЖИШВИЛИ ХО Грузинский марочный старый КС 10 лет 40%, п/у, 0.5л",Алкоголь,4,4499.9,0.03
40,CH-4_3-2025-04-24-000025,"Сыр DORBLU с голубой плесенью 50%, без змж, 100г",Сыры,3,331.99,0.03
41,CH-4_3-2025-04-24-000026,"Лаваш РИЖСКИЙ ХЛЕБ Армянский ручной работы, 300г",Хлеб и выпечка,3,73.99,0.03
42,CH-4_3-2025-04-24-000026,"Сыр УМАЛАТ Сулугуни 45%, без змж, 280г",Сыры,4,339.99,0.03
43,CH-4_3-2025-04-24-000026,"Томаты сливовидные ФЛАМЕНКО, 450г",Овощи и фрукты,2,298.99,0.0
44,CH-4_3-2025-04-24-000026,Виски JACK DANIEL'S Tennessee Whiskey 1л,Алкоголь,2,2899.99,0.0
45,CH-4_3-2025-04-24-000026,"Молоко пастеризованное ПРОСТОКВАШИНО 2,5%, без змж, 930мл",Молочные продукты,2,97.99,0.0
46,CH-4_3-2025-04-24-000026,"Сыр твердый ВЕЛИКИЕ ЛУКИ Parmesan 40%, 3 месяца, без змж, 180г",Сыры,3,271.99,0.03
47,CH-4_3-2025-04-24-000026,"Сыр творожный BONFESTO Кремчиз 70%, без змж, 400г",Сыры,4,308.99,0.03
48,CH-4_3-2025-04-24-000026,"Сыр DORBLU с голубой плесенью 50%, без змж, 100г",Сыры,5,331.99,0.05
