,doc_id,item,category,amount,price,discount
0,CH-1_1-2025-04-24-000001,"Водка FINLANDIA 40%, 0.7л",Алкоголь,1,1449.99,0.0
1,CH-1_1-2025-04-24-000002,"Молоко пастеризованное ПРОСТОКВАШИНО 2,5%, без змж, 930мл",Молочные продукты,1,97.99,0.0
2,CH-1_1-2025-04-24-000002,"Сало БАХРУШИНЪ с гималайской солью, 280г",Колбаса и сосиски,5,436.99,0.05
3,CH-1_1-2025-04-24-000002,"Кольцо песочное ДАРНИЦА, классическое с обжаренным арахисом, 80г",Хлеб и выпечка,5,50.99,0.05
4,CH-1_1-2025-04-24-000003,"Колбаса сыровяленая CASADEMONT Сальчичон Монтанья Экстра, 250г",Колбаса и сосиски,5,656.99,0.05
5,CH-1_1-2025-04-24-000004,"Биопродукт кефирный БИОБАЛАНС 1%, без змж, 930г",Молочные продукты,4,122.99,0.03
6,CH-1_1-2025-04-24-000005,"Сыр DORBLU с голубой плесенью 50%, без змж, 100г",Сыры,2,331.99,0.0
7,CH-1_1-2025-04-24-000006,"Молоко пастеризованное ПРОСТОКВАШИНО 2,5%, без змж, 930мл",Молочные продукты,4,97.99,0.03
8,CH-1_1-2025-04-24-000006,"Сыр из козьего молока БЕЛОЕ ЗОЛОТО Грана Кози Леварден 50%, без змж, 150г",Сыры,5,417.99,0.05
9,CH-1_1-2025-04-24-000007,"Творог СВЕЖЕЕ ЗАВТРА 5%, без змж, 200г",Молочные продукты,5,108.99,0.05
10,CH-1_1-2025-04-24-000007,"Томаты сливовидные ФЛАМЕНКО, 450г",Овощи и фрукты,5,298.99,0.05
11,CH-1_1-2025-04-24-000008,"Водка FINLANDIA 40%, 0.7л",Алкоголь,3,1449.99,0.03
12,CH-1_1-2025-04-24-000008,"Вино игристое MARTINI Asti белое сладкое, 0.75л",Алкоголь,1,1499.99,0.0
13,CH-1_1-2025-04-24-000008,"Сыр твердый ВЕЛИКИЕ ЛУКИ Parmesan 40%, 3 месяца, без змж, 180г",Сыры,2,271.99,0.0
14,CH-1_1-2025-04-24-000008,"Перец микс, 2шт",Овощи и фрукты,4,151.99,0.03
15,CH-1_1-2025-04-24-000009,"Сосиски ОКРАИНА Венские, 380г",Колбаса и сосиски,3,519.99,0.03
16,CH-1_1-2025-04-24-000009,Виски JACK DANIEL'S Tennessee Whiskey 1л,Алкоголь,1,2899.99,0.0
17,CH-1_1-2025-04-24-000009,"Кольцо песочное ДАРНИЦА, классическое с обжаренным арахисом, 80г",Хлеб и выпечка,2,50.99,0.0
18,CH-1_1-2025-04-24-000010,"Перец микс, 2шт",Овощи и фрукты,5,151.99,0.05
19,CH-1_1-2025-04-24-000010,Виски JACK DANIEL'S Tennessee Whiskey 1л,Алкоголь,1,2899.99,0.0
20,CH-1_1-2025-04-24-000010,"Сметана МЗ Пискаревский 15%, безмж, 450г",Молочные продукты,4,124.99,0.03
21,CH-1_1-2025-04-24-000011,"Биопродукт кефирный БИОБАЛАНС 1%, без змж, 930г",Молочные продукты,5,122.99,0.05
