,doc_id,item,category,amount,price,discount
0,CH-7_2-2025-04-24-000001,"Сыр творожный BONFESTO Кремчиз 70%, без змж, 400г",Сыры,1,308.99,0.0
1,CH-7_2-2025-04-24-000002,"Вино J.P.CHENET Делишес Медиум Свит красное полусладкое, 0.75л",Алкоголь,1,999.99,0.0
2,CH-7_2-2025-04-24-000002,"Сыр твердый ВЕЛИКИЕ ЛУКИ Parmesan 40%, 3 месяца, без змж, 180г",Сыры,2,271.99,0.0
3,CH-7_2-2025-04-24-000003,"Перец микс, 2шт",Овощи и фрукты,1,151.99,0.0
4,CH-7_2-2025-04-24-000003,"Вино J.P.CHENET Делишес Медиум Свит красное полусладкое, 0.75л",Алкоголь,4,999.99,0.03
5,CH-7_2-2025-04-24-000004,"Творог СВЕЖЕЕ ЗАВТРА 5%, без змж, 200г",Молочные продукты,4,108.99,0.03
6,CH-7_2-2025-04-24-000005,"Вино J.P.CHENET Делишес Медиум Свит красное полусладкое, 0.75л",Алкоголь,3,999.99,0.03
7,CH-7_2-2025-04-24-000006,"Хлебец АРНАУТ Ленинградский, 280г",Хлеб и выпечка,2,108.99,0.0
8,CH-7_2-2025-04-24-000006,"Молоко пастеризованное ПРОСТОКВАШИНО 2,5%, без змж, 930мл",Молочные продукты,2,97.99,0.0
9,CH-7_2-2025-04-24-000006,"Сыр УМАЛАТ Сулугуни 45%, без змж, 280г",Сыры,1,339.99,0.0
10,CH-7_2-2025-04-24-000006,"Сметана МЗ Пискаревский 15%, безмж, 450г",Молочные продукты,4,124.99,0.03
11,CH-7_2-2025-04-24-000006,"Томаты черри ВАУ круглые красные, 200г",Овощи и фрукты,3,252.99,0.03
12,CH-7_2-2025-04-24-000007,"Томаты сливовидные ФЛАМЕНКО, 450г",Овощи и фрукты,4,298.99,0.03
13,CH-7_2-2025-04-24-000007,"Кольцо песочное ДАРНИЦА, классическое с обжаренным арахисом, 80г",Хлеб и выпечка,5,50.99,0.05
14,CH-7_2-2025-04-24-000007,"Сосиски ОКРАИНА Венские, 380г",Колбаса и сосиски,1,519.99,0.0
