,doc_id,item,category,amount,price,discount
0,CH-4_4-2025-04-24-000001,"Коньяк САРАДЖИШВИЛИ ХО Грузинский марочный старый КС 10 лет 40%, п/у, 0.5л",Алкоголь,5,4499.9,0.05
1,CH-4_4-2025-04-24-000001,"Редис, 500г",Овощи и фрукты,4,199.99,0.03
2,CH-4_4-2025-04-24-000001,"Сосиски ОКРАИНА Венские, 380г",Колбаса и сосиски,5,519.99,0.05
3,CH-4_4-2025-04-24-000001,"Ветчина из окорока PREMIUM CLUB нарезка, 170г",Колбаса и сосиски,2,225.99,0.0
4,CH-4_4-2025-04-24-000001,"Перец микс, 2шт",Овощи и фрукты,3,151.99,0.03
5,CH-4_4-2025-04-24-000002,"Сыр DORBLU с голубой плесенью 50%, без змж, 100г",Сыры,1,331.99,0.0
6,CH-4_4-2025-04-24-000002,"Колбаса вареная ДЫМОВ Докторская ГОСТ, 500г",Колбаса и сосиски,5,335.99,0.05
7,CH-4_4-2025-04-24-000003,"Творог СВЕЖЕЕ ЗАВТРА 5%, без змж, 200г",Молочные продукты,4,108.99,0.03
8,CH-4_4-2025-04-24-000004,"Лаваш РИЖСКИЙ ХЛЕБ Армянский ручной работы, 300г",Хлеб и выпечка,5,73.99,0.05
9,CH-4_4-2025-04-24-000005,"Ветчина из окорока PREMIUM CLUB нарезка, 170г",Колбаса и сосиски,5,225.99,0.05
10,CH-4_4-2025-04-24-000006,"Томаты черри ВАУ круглые красные, 200г",Овощи и фрукты,4,252.99,0.03
11,CH-4_4-2025-04-24-000006,"Хлеб Нордик с орехами и сухофруктами на закваске, 170г",Хлеб и выпечка,1,99.99,0.0
12,CH-4_4-2025-04-24-000006,"Хлеб заварной ХЛЕБНЫЙ ДОМ Заквасный без хлебопекарных дрожжей в упаковке, в нарезке, 350г",Хлеб и выпечка,5,72.99,0.05
13,CH-4_4-2025-04-24-000006,"Биопродукт кефирный БИОБАЛАНС 1%, без змж, 930г",Молочные продукты,2,122.99,0.0
14,CH-4_4-2025-04-24-000006,Виски JACK DANIEL'S Tennessee Whiskey 1л,Алкоголь,1,2899.99,0.0
15,CH-4_4-2025-04-24-000006,"Масло сливочное СЕЛО ЗЕЛЕНОЕ 82.5%, без змж, 175г",Молочные продукты,5,292.99,0.05
16,CH-4_4-2025-04-24-000007,"Сыр твердый ВЕЛИКИЕ ЛУКИ Parmesan 40%, 3 месяца, без змж, 180г",Сыры,1,271.99,0.0
17,CH-4_4-2025-04-24-000007,"Огурцы Луховицкие, 450г",Овощи и фрукты,2,280.99,0.0
18,CH-4_4-2025-04-24-000008,"Хлеб Нордик с орехами и сухофруктами на закваске, 170г",Хлеб и выпечка,5,99.99,0.05
19,CH-4_4-2025-04-24-000008,"Редис, 500г",Овощи и фрукты,3,199.99,0.03
20,CH-4_4-2025-04-24-000008,"Сметана МЗ Пискаревский 15%, безмж, 450г",Молочные продукты,3,124.99,0.03
21,CH-4_4-2025-04-24-000009,"Томаты сливовидные ФЛАМЕНКО, 450г",Овощи и фрукты,4,298.99,0.03
22,CH-4_4-2025-04-24-000009,"Сыр творожный BONFESTO Кремчиз 70%, без змж, 400г",Сыры,2,308.99,0.0
23,CH-4_4-2025-04-24-000009,Виски JACK DANIEL'S Tennessee Whiskey 1л,Алкоголь,3,2899.99,0.03
24,CH-4_4-2025-04-24-000010,"Кольцо песочное ДАРНИЦА, классическое с обжаренным арахисом, 80г",Хлеб и выпечка,2,50.99,0.0
25,CH-4_4-2025-04-24-000010,"Масло сливочное СЕЛО ЗЕЛЕНОЕ 82.5%, без змж, 175г",Молочные продукты,5,292.99,0.05
26,CH-4_4-2025-04-24-000010,"Редис, 500г",Овощи и фрукты,3,199.99,0.03
27,CH-4_4-2025-04-24-000011,"Хлеб заварной ХЛЕБНЫЙ ДОМ Заквасный без хлебопекарных дрожжей в упаковке, в нарезке, 350г",Хлеб и выпечка,3,72.99,0.03
28,CH-4_4-2025-04-24-000012,"Сало БАХРУШИНЪ с гималайской солью, 280г",Колбаса и сосиски,5,436.99,0.05
29,CH-4_4-2025-04-24-000013,"Хлебец АРНАУТ Ленинградский, 280г",Хлеб и выпечка,4,108.99,0.03
30,CH-4_4-2025-04-24-000013,"Кольцо песочное ДАРНИЦА, классическое с обжаренным арахисом, 80г",Хлеб и выпечка,3,50.99,0.03
31,CH-4_4-2025-04-24-000013,"Молоко пастеризованное ПРОСТОКВАШИНО 2,5%, без змж, 930мл",Молочные продукты,1,97.99,0.0
32,CH-4_4-2025-04-24-000014,"Вино игристое MARTINI Asti белое сладкое, 0.75л",Алкоголь,2,1499.99,0.0
33,CH-4_4-2025-04-24-000015,"Томаты сливовидные ФЛАМЕНКО, 450г",Овощи и фрукты,3,298.99,0.03
34,CH-4_4-2025-04-24-000016,"Кольцо песочное ДАРНИЦА, классическое с обжаренным арахисом, 80г",Хлеб и выпечка,1,50.99,0.0
35,CH-4_4-2025-04-24-000016,Виски JACK DANIEL'S Tennessee Whiskey 1л,Алкоголь,3,2899.99,0.03
36,CH-4_4-2025-04-24-000016,"Сыр из козьего молока БЕЛОЕ ЗОЛОТО Грана Кози Леварден 50%, без змж, 150г",Сыры,5,417.99,0.05
37,CH-4_4-2025-04-24-000017,"Молоко пастеризованное ПРОСТОКВАШИНО 2,5%, без змж, 930мл",Молочные продукты,3,97.99,0.03
38,CH-4_4-2025-04-24-000018,"Редис, 500г",Овощи и фрукты,5,199.99,0.05
39,CH-4_4-2025-04-24-000018,"Ветчина из окорока PREMIUM CLUB нарезка, 170г",Колбаса и сосиски,3,225.99,0.03
40,CH-4_4-2025-04-24-000019,"Коньяк САРАДЖИШВИЛИ ХО Грузинский марочный старый КС 10 лет 40%, п/у, 0.5л",Алкоголь,4,4499.9,0.03
41,CH-4_4-2025-04-24-000019,"Вино J.P.CHENET Делишес Медиум Свит красное полусладкое, 0.75л",Алкоголь,4,999.99,0.03
