,doc_id,item,category,amount,price,discount
0,CH-3_1-2025-04-24-000001,"Водка FINLANDIA 40%, 0.7л",Алкоголь,5,1449.99,0.05
1,CH-3_1-2025-04-24-000002,"Творог СВЕЖЕЕ ЗАВТРА 5%, без змж, 200г",Молочные продукты,2,108.99,0.0
2,CH-3_1-2025-04-24-000002,"Хлеб Нордик с орехами и сухофруктами на закваске, 170г",Хлеб и выпечка,5,99.99,0.05
3,CH-3_1-2025-04-24-000002,"Масло сливочное СЕЛО ЗЕЛЕНОЕ 82.5%, без змж, 175г",Молочные продукты,1,292.99,0.0
4,CH-3_1-2025-04-24-000003,"Хлеб заварной ХЛЕБНЫЙ ДОМ Заквасный без хлебопекарных дрожжей в упаковке, в нарезке, 350г",Хлеб и выпечка,4,72.99,0.03
5,CH-3_1-2025-04-24-000004,"Томаты черри ВАУ круглые красные, 200г",Овощи и фрукты,5,252.99,0.05
6,CH-3_1-2025-04-24-000005,"Биопродукт кефирный БИОБАЛАНС 1%, без змж, 930г",Молочные продукты,3,122.99,0.03
7,CH-3_1-2025-04-24-000006,"Сало БАХРУШИНЪ с гималайской солью, 280г",Колбаса и сосиски,5,436.99,0.05
8,CH-3_1-2025-04-24-000007,"Творог СВЕЖЕЕ ЗАВТРА 5%, без змж, 200г",Молочные продукты,3,108.99,0.03
9,CH-3_1-2025-04-24-000007,"Творог СВЕЖЕЕ ЗАВТРА 5%, без змж, 200г",Молочные продукты,3,108.99,0.03
10,CH-3_1-2025-04-24-000008,"Сметана МЗ Пискаревский 15%, безмж, 450г",Молочные продукты,3,124.99,0.03
11,CH-3_1-2025-04-24-000009,"Сыр творожный BONFESTO Кремчиз 70%, без змж, 400г",Сыры,1,308.99,0.0
12,CH-3_1-2025-04-24-000009,"Сосиски ОКРАИНА Венские, 380г",Колбаса и сосиски,4,519.99,0.03
13,CH-3_1-2025-04-24-000010,"Сыр творожный BONFESTO Кремчиз 70%, без змж, 400г",Сыры,5,308.99,0.05
14,CH-3_1-2025-04-24-000010,"Колбаса сыровяленая CASADEMONT Сальчичон Монтанья Экстра, 250г",Колбаса и сосиски,2,656.99,0.0
15,CH-3_1-2025-04-24-000011,"Коньяк САРАДЖИШВИЛИ ХО Грузинский марочный старый КС 10 лет 40%, п/у, 0.5л",Алкоголь,5,4499.9,0.05
16,CH-3_1-2025-04-24-000012,"Масло сливочное СЕЛО ЗЕЛЕНОЕ 82.5%, без змж, 175г",Молочные продукты,2,292.99,0.0
