,doc_id,item,category,amount,price,discount
0,CH-10_1-2025-04-24-000001,"Хлеб заварной ХЛЕБНЫЙ ДОМ Заквасный без хлебопекарных дрожжей в упаковке, в нарезке, 350г",Хлеб и выпечка,2,72.99,0.0
1,CH-10_1-2025-04-24-000002,"Сыр творожный BONFESTO Кремчиз 70%, без змж, 400г",Сыры,4,308.99,0.03
2,CH-10_1-2025-04-24-000002,"Кольцо песочное ДАРНИЦА, классическое с обжаренным арахисом, 80г",Хлеб и выпечка,4,50.99,0.03
3,CH-10_1-2025-04-24-000002,"Ветчина из окорока PREMIUM CLUB нарезка, 170г",Колбаса и сосиски,1,225.99,0.0
4,CH-10_1-2025-04-24-000002,Виски JACK DANIEL'S Tennessee Whiskey 1л,Алкоголь,5,2899.99,0.05
5,CH-10_1-2025-04-24-000002,"Хлеб Нордик с орехами и сухофруктами на закваске, 170г",Хлеб и выпечка,5,99.99,0.05
6,CH-10_1-2025-04-24-000002,"Хлеб заварной ХЛЕБНЫЙ ДОМ Заквасный без хлебопекарных дрожжей в упаковке, в нарезке, 350г",Хлеб и выпечка,5,72.99,0.05
7,CH-10_1-2025-04-24-000002,"Водка FINLANDIA 40%, 0.7л",Алкоголь,2,1449.99,0.0
8,CH-10_1-2025-04-24-000003,"Колбаса вареная ДЫМОВ Докторская ГОСТ, 500г",Колбаса и сосиски,2,335.99,0.0
9,CH-10_1-2025-04-24-000003,"Вино J.P.CHENET Делишес Медиум Свит красное полусладкое, 0.75л",Алкоголь,5,999.99,0.05
10,CH-10_1-2025-04-24-000004,"Сосиски ОКРАИНА Венские, 380г",Колбаса и сосиски,1,519.99,0.0
11,CH-10_1-2025-04-24-000005,"Сыр творожный BONFESTO Кремчиз 70%, без змж, 400г",Сыры,5,308.99,0.05
12,CH-10_1-2025-04-24-000006,"Томаты черри ВАУ круглые красные, 200г",Овощи и фрукты,3,252.99,0.03
13,CH-10_1-2025-04-24-000006,Виски JACK DANIEL'S Tennessee Whiskey 1л,Алкоголь,1,2899.99,0.0
14,CH-10_1-2025-04-24-000006,"Сыр УМАЛАТ Сулугуни 45%, без змж, 280г",Сыры,3,339.99,0.03
15,CH-10_1-2025-04-24-000006,"Водка FINLANDIA 40%, 0.7л",Алкоголь,5,1449.99,0.05
16,CH-10_1-2025-04-24-000006,"Творог СВЕЖЕЕ ЗАВТРА 5%, без змж, 200г",Молочные продукты,2,108.99,0.0
17,CH-10_1-2025-04-24-000006,"Огурцы Луховицкие, 450г",Овощи и фрукты,2,280.99,0.0
18,CH-10_1-2025-04-24-000007,"Колбаса сыровяленая CASADEMONT Сальчичон Монтанья Экстра, 250г",Колбаса и сосиски,4,656.99,0.03
19,CH-10_1-2025-04-24-000007,"Сосиски ОКРАИНА Венские, 380г",Колбаса и сосиски,1,519.99,0.0
20,CH-10_1-2025-04-24-000007,"Сыр DORBLU с голубой плесенью 50%, без змж, 100г",Сыры,4,331.99,0.03
21,CH-10_1-2025-04-24-000007,"Водка FINLANDIA 40%, 0.7л",Алкоголь,2,1449.99,0.0
22,CH-10_1-2025-04-24-000007,"Огурцы Луховицкие, 450г",Овощи и фрукты,3,280.99,0.03
23,CH-10_1-2025-04-24-000008,"Молоко пастеризованное ПРОСТОКВАШИНО 2,5%, без змж, 930мл",Молочные продукты,5,97.99,0.05
24,CH-10_1-2025-04-24-000009,"Лаваш РИЖСКИЙ ХЛЕБ Армянский ручной работы, 300г",Хлеб и выпечка,5,73.99,0.05
25,CH-10_1-2025-04-24-000010,"Колбаса сыровяленая CASADEMONT Сальчичон Монтанья Экстра, 250г",Колбаса и сосиски,3,656.99,0.03
26,CH-10_1-2025-04-24-000010,"Хлеб Нордик с орехами и сухофруктами на закваске, 170г",Хлеб и выпечка,4,99.99,0.03
27,CH-10_1-2025-04-24-000010,"Сметана МЗ Пискаревский 15%, безмж, 450г",Молочные продукты,3,124.99,0.03
28,CH-10_1-2025-04-24-000010,"Перец микс, 2шт",Овощи и фрукты,1,151.99,0.0
29,CH-10_1-2025-04-24-000011,"Редис, 500г",Овощи и фрукты,2,199.99,0.0
30,CH-10_1-2025-04-24-000012,"Сыр DORBLU с голубой плесенью 50%, без змж, 100г",Сыры,5,331.99,0.05
31,CH-10_1-2025-04-24-000012,"Масло сливочное СЕЛО ЗЕЛЕНОЕ 82.5%, без змж, 175г",Молочные продукты,5,292.99,0.05
32,CH-10_1-2025-04-24-000013,"Колбаса сыровяленая CASADEMONT Сальчичон Монтанья Экстра, 250г",Колбаса и сосиски,4,656.99,0.03
33,CH-10_1-2025-04-24-000014,"Молоко пастеризованное ПРОСТОКВАШИНО 2,5%, без змж, 930мл",Молочные продукты,3,97.99,0.03
34,CH-10_1-2025-04-24-000015,"Сыр УМАЛАТ Сулугуни 45%, без змж, 280г",Сыры,3,339.99,0.03
35,CH-10_1-2025-04-24-000016,Виски JACK DANIEL'S Tennessee Whiskey 1л,Алкоголь,3,2899.99,0.03
36,CH-10_1-2025-04-24-000016,"Молоко пастеризованное ПРОСТОКВАШИНО 2,5%, без змж, 930мл",Молочные продукты,4,97.99,0.03
37,CH-10_1-2025-04-24-000016,"Хлебец АРНАУТ Ленинградский, 280г",Хлеб и выпечка,2,108.99,0.0
38,CH-10_1-2025-04-24-000017,Виски JACK DANIEL'S Tennessee Whiskey 1л,Алкоголь,1,2899.99,0.0
39,CH-10_1-2025-04-24-000018,"Хлеб Нордик с орехами и сухофруктами на закваске, 170г",Хлеб и выпечка,5,99.99,0.05
40,CH-10_1-2025-04-24-000019,"Хлеб Нордик с орехами и сухофруктами на закваске, 170г",Хлеб и выпечка,4,99.99,0.03
41,CH-10_1-2025-04-24-000019,"Лаваш РИЖСКИЙ ХЛЕБ Армянский ручной работы, 300г",Хлеб и выпечка,5,73.99,0.05
42,CH-10_1-2025-04-24-000019,"Лаваш РИЖСКИЙ ХЛЕБ Армянский ручной работы, 300г",Хлеб и выпечка,1,73.99,0.0
43,CH-10_1-2025-04-24-000019,"Сыр УМАЛАТ Сулугуни 45%, без змж, 280г",Сыры,5,339.99,0.05
44,CH-10_1-2025-04-24-000020,"Томаты сливовидные ФЛАМЕНКО, 450г",Овощи и фрукты,3,298.99,0.03
45,CH-10_1-2025-04-24-000021,"Редис, 500г",Овощи и фрукты,5,199.99,0.05
46,CH-10_1-2025-04-24-000021,"Томаты черри ВАУ круглые красные, 200г",Овощи и фрукты,1,252.99,0.0
47,CH-10_1-2025-04-24-000021,"Кольцо песочное ДАРНИЦА, классическое с обжаренным арахисом, 80г",Хлеб и выпечка,1,50.99,0.0
48,CH-10_1-2025-04-24-000022,"Сметана МЗ Пискаревский 15%, безмж, 450г",Молочные продукты,4,124.99,0.03
49,CH-10_1-2025-04-24-000022,"Коньяк САРАДЖИШВИЛИ ХО Грузинский марочный старый КС 10 лет 40%, п/у, 0.5л",Алкоголь,3,4499.9,0.03
50,CH-10_1-2025-04-24-000023,Виски JACK DANIEL'S Tennessee Whiskey 1л,Алкоголь,3,2899.99,0.03
51,CH-10_1-2025-04-24-000023,"Сыр творожный BONFESTO Кремчиз 70%, без змж, 400г",Сыры,1,308.99,0.0
52,CH-10_1-2025-04-24-000024,"Перец микс, 2шт",Овощи и фрукты,2,151.99,0.0
53,CH-10_1-2025-04-24-000024,"Хлеб Нордик с орехами и сухофруктами на закваске, 170г",Хлеб и выпечка,3,99.99,0.03
54,CH-10_1-2025-04-24-000025,"Сыр DORBLU с голубой плесенью 50%, без змж, 100г",Сыры,4,331.99,0.03
55,CH-10_1-2025-04-24-000025,"Сыр из козьего молока БЕЛОЕ ЗОЛОТО Грана Кози Леварден 50%, без змж, 150г",Сыры,5,417.99,0.05
56,CH-10_1-2025-04-24-000025,"Сыр из козьего молока БЕЛОЕ ЗОЛОТО Грана Кози Леварден 50%, без змж, 150г",Сыры,1,417.99,0.0
57,CH-10_1-2025-04-24-000025,"Коньяк САРАДЖИШВИЛИ ХО Грузинский марочный старый КС 10 лет 40%, п/у, 0.5л",Алкоголь,3,4499.9,0.03
