,doc_id,item,category,amount,price,discount
0,CH-4_5-2025-04-24-000001,"Томаты сливовидные ФЛАМЕНКО, 450г",Овощи и фрукты,2,298.99,0.0
1,CH-4_5-2025-04-24-000001,"Сыр из козьего молока БЕЛОЕ ЗОЛОТО Грана Кози Леварден 50%, без змж, 150г",Сыры,2,417.99,0.0
2,CH-4_5-2025-04-24-000002,"Сыр из козьего молока БЕЛОЕ ЗОЛОТО Грана Кози Леварден 50%, без змж, 150г",Сыры,1,417.99,0.0
3,CH-4_5-2025-04-24-000002,"Кольцо песочное ДАРНИЦА, классическое с обжаренным арахисом, 80г",Хлеб и выпечка,5,50.99,0.05
4,CH-4_5-2025-04-24-000002,"Коньяк САРАДЖИШВИЛИ ХО Грузинский марочный старый КС 10 лет 40%, п/у, 0.5л",Алкоголь,3,4499.9,0.03
5,CH-4_5-2025-04-24-000002,"Сыр DORBLU с голубой плесенью 50%, без змж, 100г",Сыры,4,331.99,0.03
6,CH-4_5-2025-04-24-000002,"Лаваш РИЖСКИЙ ХЛЕБ Армянский ручной работы, 300г",Хлеб и выпечка,3,73.99,0.03
7,CH-4_5-2025-04-24-000002,"Сало БАХРУШИНЪ с гималайской солью, 280г",Колбаса и сосиски,2,436.99,0.0
8,CH-4_5-2025-04-24-000003,"Томаты черри ВАУ круглые красные, 200г",Овощи и фрукты,2,252.99,0.0
9,CH-4_5-2025-04-24-000004,"Вино J.P.CHENET Делишес Медиум Свит красное полусладкое, 0.75л",Алкоголь,2,999.99,0.0
10,CH-4_5-2025-04-24-000005,"Сметана МЗ Пискаревский 15%, безмж, 450г",Молочные продукты,1,124.99,0.0
11,CH-4_5-2025-04-24-000005,"Колбаса сыровяленая CASADEMONT Сальчичон Монтанья Экстра, 250г",Колбаса и сосиски,4,656.99,0.03
12,CH-4_5-2025-04-24-000006,"Сыр творожный BONFESTO Кремчиз 70%, без змж, 400г",Сыры,5,308.99,0.05
13,CH-4_5-2025-04-24-000006,"Томаты черри ВАУ круглые красные, 200г",Овощи и фрукты,4,252.99,0.03
14,CH-4_5-2025-04-24-000007,"Сало БАХРУШИНЪ с гималайской солью, 280г",Колбаса и сосиски,4,436.99,0.03
15,CH-4_5-2025-04-24-000007,"Сыр творожный BONFESTO Кремчиз 70%, без змж, 400г",Сыры,4,308.99,0.03
16,CH-4_5-2025-04-24-000008,"Лаваш РИЖСКИЙ ХЛЕБ Армянский ручной работы, 300г",Хлеб и выпечка,1,73.99,0.0
17,CH-4_5-2025-04-24-000009,"Редис, 500г",Овощи и фрукты,3,199.99,0.03
18,CH-4_5-2025-04-24-000010,"Сыр из козьего молока БЕЛОЕ ЗОЛОТО Грана Кози Леварден 50%, без змж, 150г",Сыры,1,417.99,0.0
19,CH-4_5-2025-04-24-000011,"Водка FINLANDIA 40%, 0.7л",Алкоголь,4,1449.99,0.03
20,CH-4_5-2025-04-24-000012,"Вино J.P.CHENET Делишес Медиум Свит красное полусладкое, 0.75л",Алкоголь,5,999.99,0.05
