,doc_id,item,category,amount,price,discount
0,CH-9_5-2025-04-24-000001,Виски JACK DANIEL'S Tennessee Whiskey 1л,Алкоголь,3,2899.99,0.03
1,CH-9_5-2025-04-24-000001,"Огурцы Луховицкие, 450г",Овощи и фрукты,1,280.99,0.0
2,CH-9_5-2025-04-24-000002,"Вино J.P.CHENET Делишес Медиум Свит красное полусладкое, 0.75л",Алкоголь,3,999.99,0.03
3,CH-9_5-2025-04-24-000003,"Редис, 500г",Овощи и фрукты,3,199.99,0.03
4,CH-9_5-2025-04-24-000003,"Ветчина из окорока PREMIUM CLUB нарезка, 170г",Колбаса и сосиски,1,225.99,0.0
5,CH-9_5-2025-04-24-000004,"Колбаса вареная ДЫМОВ Докторская ГОСТ, 500г",Колбаса и сосиски,5,335.99,0.05
6,CH-9_5-2025-04-24-000005,"Водка FINLANDIA 40%, 0.7л",Алкоголь,4,1449.99,0.03
7,CH-9_5-2025-04-24-000006,"Водка FINLANDIA 40%, 0.7л",Алкоголь,3,1449.99,0.03
8,CH-9_5-2025-04-24-000007,"Редис, 500г",Овощи и фрукты,1,199.99,0.0
9,CH-9_5-2025-04-24-000008,"Сыр из козьего молока БЕЛОЕ ЗОЛОТО Грана Кози Леварден 50%, без змж, 150г",Сыры,3,417.99,0.03
10,CH-9_5-2025-04-24-000009,"Колбаса сыровяленая CASADEMONT Сальчичон Монтанья Экстра, 250г",Колбаса и сосиски,4,656.99,0.03
11,CH-9_5-2025-04-24-000009,"Кольцо песочное ДАРНИЦА, классическое с обжаренным арахисом, 80г",Хлеб и выпечка,4,50.99,0.03
12,CH-9_5-2025-04-24-000010,"Томаты сливовидные ФЛАМЕНКО, 450г",Овощи и фрукты,5,298.99,0.05
13,CH-9_5-2025-04-24-000010,"Коньяк САРАДЖИШВИЛИ ХО Грузинский марочный старый КС 10 лет 40%, п/у, 0.5л",Алкоголь,5,4499.9,0.05
14,CH-9_5-2025-04-24-000011,"Биопродукт кефирный БИОБАЛАНС 1%, без змж, 930г",Молочные продукты,5,122.99,0.05
15,CH-9_5-2025-04-24-000012,"Сыр из козьего молока БЕЛОЕ ЗОЛОТО Грана Кози Леварден 50%, без змж, 150г",Сыры,3,417.99,0.03
16,CH-9_5-2025-04-24-000013,"Коньяк САРАДЖИШВИЛИ ХО Грузинский марочный старый КС 10 лет 40%, п/у, 0.5л",Алкоголь,1,4499.9,0.0
17,CH-9_5-2025-04-24-000013,"Хлеб Нордик с орехами и сухофруктами на закваске, 170г",Хлеб и выпечка,2,99.99,0.0
18,CH-9_5-2025-04-24-000014,"Хлебец АРНАУТ Ленинградский, 280г",Хлеб и выпечка,4,108.99,0.03
19,CH-9_5-2025-04-24-000014,"Сыр УМАЛАТ Сулугуни 45%, без змж, 280г",Сыры,4,339.99,0.03
20,CH-9_5-2025-04-24-000014,"Редис, 500г",Овощи и фрукты,2,199.99,0.0
21,CH-9_5-2025-04-24-000015,"Лаваш РИЖСКИЙ ХЛЕБ Армянский ручной работы, 300г",Хлеб и выпечка,1,73.99,0.0
22,CH-9_5-2025-04-24-000016,"Ветчина из окорока PREMIUM CLUB нарезка, 170г",Колбаса и сосиски,1,225.99,0.0
23,CH-9_5-2025-04-24-000017,"Ветчина из окорока PREMIUM CLUB нарезка, 170г",Колбаса и сосиски,4,225.99,0.03
24,CH-9_5-2025-04-24-000018,"Сыр DORBLU с голубой плесенью 50%, без змж, 100г",Сыры,4,331.99,0.03
25,CH-9_5-2025-04-24-000019,"Сыр из козьего молока БЕЛОЕ ЗОЛОТО Грана Кози Леварден 50%, без змж, 150г",Сыры,1,417.99,0.0
26,CH-9_5-2025-04-24-000020,"Хлеб Нордик с орехами и сухофруктами на закваске, 170г",Хлеб и выпечка,5,99.99,0.05
27,CH-9_5-2025-04-24-000021,"Колбаса сыровяленая CASADEMONT Сальчичон Монтанья Экстра, 250г",Колбаса и сосиски,4,656.99,0.03
28,CH-9_5-2025-04-24-000022,"Сыр творожный BONFESTO Кремчиз 70%, без змж, 400г",Сыры,2,308.99,0.0
29,CH-9_5-2025-04-24-000022,"Перец микс, 2шт",Овощи и фрукты,1,151.99,0.0
30,CH-9_5-2025-04-24-000023,"Огурцы Луховицкие, 450г",Овощи и фрукты,1,280.99,0.0
31,CH-9_5-2025-04-24-000024,"Хлебец АРНАУТ Ленинградский, 280г",Хлеб и выпечка,4,108.99,0.03
32,CH-9_5-2025-04-24-000025,"Колбаса вареная ДЫМОВ Докторская ГОСТ, 500г",Колбаса и сосиски,5,335.99,0.05
33,CH-9_5-2025-04-24-000025,"Сало БАХРУШИНЪ с гималайской солью, 280г",Колбаса и сосиски,5,436.99,0.05
34,CH-9_5-2025-04-24-000025,"Хлеб Нордик с орехами и сухофруктами на закваске, 170г",Хлеб и выпечка,4,99.99,0.03
35,CH-9_5-2025-04-24-000025,"Сыр УМАЛАТ Сулугуни 45%, без змж, 280г",Сыры,2,339.99,0.0
36,CH-9_5-2025-04-24-000025,"Хлебец АРНАУТ Ленинградский, 280г",Хлеб и выпечка,1,108.99,0.0
37,CH-9_5-2025-04-24-000026,"Масло сливочное СЕЛО ЗЕЛЕНОЕ 82.5%, без змж, 175г",Молочные продукты,4,292.99,0.03
38,CH-9_5-2025-04-24-000026,"Колбаса сыровяленая CASADEMONT Сальчичон Монтанья Экстра, 250г",Колбаса и сосиски,3,656.99,0.03
39,CH-9_5-2025-04-24-000026,"Колбаса сыровяленая CASADEMONT Сальчичон Монтанья Экстра, 250г",Колбаса и сосиски,2,656.99,0.0
40,CH-9_5-2025-04-24-000027,"Сосиски ОКРАИНА Венские, 380г",Колбаса и сосиски,1,519.99,0.0
41,CH-9_5-2025-04-24-000027,"Сало БАХРУШИНЪ с гималайской солью, 280г",Колбаса и сосиски,4,436.99,0.03
42,CH-9_5-2025-04-24-000028,"Сало БАХРУШИНЪ с гималайской солью, 280г",Колбаса и сосиски,4,436.99,0.03
43,CH-9_5-2025-04-24-000028,"Колбаса сыровяленая CASADEMONT Сальчичон Монтанья Экстра, 250г",Колбаса и сосиски,5,656.99,0.05
44,CH-9_5-2025-04-24-000028,"Хлеб заварной ХЛЕБНЫЙ ДОМ Заквасный без хлебопекарных дрожжей в упаковке, в нарезке, 350г",Хлеб и выпечка,2,72.99,0.0
45,CH-9_5-2025-04-24-000028,"Томаты сливовидные ФЛАМЕНКО, 450г",Овощи и фрукты,1,298.99,0.0
46,CH-9_5-2025-04-24-000028,"Коньяк САРАДЖИШВИЛИ ХО Грузинский марочный старый КС 10 лет 40%, п/у, 0.5л",Алкоголь,5,4499.9,0.05
47,CH-9_5-2025-04-24-000029,"Томаты сливовидные ФЛАМЕНКО, 450г",Овощи и фрукты,4,298.99,0.03
48,CH-9_5-2025-04-24-000030,"Водка FINLANDIA 40%, 0.7л",Алкоголь,1,1449.99,0.0
49,CH-9_5-2025-04-24-000030,"Томаты черри ВАУ круглые красные, 200г",Овощи и фрукты,1,252.99,0.0
50,CH-9_5-2025-04-24-000031,"Томаты сливовидные ФЛАМЕНКО, 450г",Овощи и фрукты,3,298.99,0.03
51,CH-9_5-2025-04-24-000032,"Водка FINLANDIA 40%, 0.7л",Алкоголь,4,1449.99,0.03
52,CH-9_5-2025-04-24-000033,"Молоко пастеризованное ПРОСТОКВАШИНО 2,5%, без змж, 930мл",Молочные продукты,2,97.99,0.0
53,CH-9_5-2025-04-24-000034,"Лаваш РИЖСКИЙ ХЛЕБ Армянский ручной работы, 300г",Хлеб и выпечка,2,73.99,0.0
54,CH-9_5-2025-04-24-000035,"Перец микс, 2шт",Овощи и фрукты,2,151.99,0.0
55,CH-9_5-2025-04-24-000035,"Огурцы Луховицкие, 450г",Овощи и фрукты,3,280.99,0.03
56,CH-9_5-2025-04-24-000035,"Сыр твердый ВЕЛИКИЕ ЛУКИ Parmesan 40%, 3 месяца, без змж, 180г",Сыры,4,271.99,0.03
57,CH-9_5-2025-04-24-000036,"Сосиски ОКРАИНА Венские, 380г",Колбаса и сосиски,3,519.99,0.03
58,CH-9_5-2025-04-24-000037,"Коньяк САРАДЖИШВИЛИ ХО Грузинский марочный старый КС 10 лет 40%, п/у, 0.5л",Алкоголь,3,4499.9,0.03
59,CH-9_5-2025-04-24-000038,Виски JACK DANIEL'S Tennessee Whiskey 1л,Алкоголь,5,2899.99,0.05
60,CH-9_5-2025-04-24-000039,"Лаваш РИЖСКИЙ ХЛЕБ Армянский ручной работы, 300г",Хлеб и выпечка,2,73.99,0.0
61,CH-9_5-2025-04-24-000039,"Хлеб заварной ХЛЕБНЫЙ ДОМ Заквасный без хлебопекарных дрожжей в упаковке, в нарезке, 350г",Хлеб и выпечка,1,72.99,0.0
62,CH-9_5-2025-04-24-000039,"Сыр УМАЛАТ Сулугуни 45%, без змж, 280г",Сыры,3,339.99,0.03
63,CH-9_5-2025-04-24-000040,"Сыр DORBLU с голубой плесенью 50%, без змж, 100г",Сыры,5,331.99,0.05
64,CH-9_5-2025-04-24-000041,"Томаты черри ВАУ круглые красные, 200г",Овощи и фрукты,3,252.99,0.03
65,CH-9_5-2025-04-24-000041,"Вино J.P.CHENET Делишес Медиум Свит красное полусладкое, 0.75л",Алкоголь,2,999.99,0.0
66,CH-9_5-2025-04-24-000042,"Перец микс, 2шт",Овощи и фрукты,2,151.99,0.0
67,CH-9_5-2025-04-24-000042,"Сало БАХРУШИНЪ с гималайской солью, 280г",Колбаса и сосиски,3,436.99,0.03
68,CH-9_5-2025-04-24-000042,"Лаваш РИЖСКИЙ ХЛЕБ Армянский ручной работы, 300г",Хлеб и выпечка,3,73.99,0.03
69,CH-9_5-2025-04-24-000043,"Водка FINLANDIA 40%, 0.7л",Алкоголь,5,1449.99,0.05
70,CH-9_5-2025-04-24-000044,"Редис, 500г",Овощи и фрукты,2,199.99,0.0
71,CH-9_5-2025-04-24-000045,"Вино J.P.CHENET Делишес Медиум Свит красное полусладкое, 0.75л",Алкоголь,5,999.99,0.05
72,CH-9_5-2025-04-24-000046,"Хлеб заварной ХЛЕБНЫЙ ДОМ Заквасный без хлебопекарных дрожжей в упаковке, в нарезке, 350г",Хлеб и выпечка,4,72.99,0.03
73,CH-9_5-2025-04-24-000047,"Вино J.P.CHENET Делишес Медиум Свит красное полусладкое, 0.75л",Алкоголь,5,999.99,0.05
74,CH-9_5-2025-04-24-000048,"Колбаса сыровяленая CASADEMONT Сальчичон Монтанья Экстра, 250г",Колбаса и сосиски,4,656.99,0.03
75,CH-9_5-2025-04-24-000048,"Вино игристое MARTINI Asti белое сладкое, 0.75л",Алкоголь,3,1499.99,0.03
76,CH-9_5-2025-04-24-000048,"Сыр DORBLU с голубой плесенью 50%, без змж, 100г",Сыры,2,331.99,0.0
77,CH-9_5-2025-04-24-000048,"Сыр УМАЛАТ Сулугуни 45%, без змж, 280г",Сыры,1,339.99,0.0
78,CH-9_5-2025-04-24-000048,"Сыр творожный BONFESTO Кремчиз 70%, без змж, 400г",Сыры,4,308.99,0.03
79,CH-9_5-2025-04-24-000048,"Водка FINLANDIA 40%, 0.7л",Алкоголь,2,1449.99,0.0
80,CH-9_5-2025-04-24-000048,"Сыр твердый ВЕЛИКИЕ ЛУКИ Parmesan 40%, 3 месяца, без змж, 180г",Сыры,4,271.99,0.03
81,CH-9_5-2025-04-24-000048,"Сыр УМАЛАТ Сулугуни 45%, без змж, 280г",Сыры,1,339.99,0.0
82,CH-9_5-2025-04-24-000049,"Хлеб Нордик с орехами и сухофруктами на закваске, 170г",Хлеб и выпечка,5,99.99,0.05
83,CH-9_5-2025-04-24-000049,"Творог СВЕЖЕЕ ЗАВТРА 5%, без змж, 200г",Молочные продукты,5,108.99,0.05
84,CH-9_5-2025-04-24-000049,"Сосиски ОКРАИНА Венские, 380г",Колбаса и сосиски,2,519.99,0.0
85,CH-9_5-2025-04-24-000049,"Колбаса сыровяленая CASADEMONT Сальчичон Монтанья Экстра, 250г",Колбаса и сосиски,2,656.99,0.0
86,CH-9_5-2025-04-24-000049,"Хлеб заварной ХЛЕБНЫЙ ДОМ Заквасный без хлебопекарных дрожжей в упаковке, в нарезке, 350г",Хлеб и выпечка,5,72.99,0.05
87,CH-9_5-2025-04-24-000050,"Биопродукт кефирный БИОБАЛАНС 1%, без змж, 930г",Молочные продукты,1,122.99,0.0
88,CH-9_5-2025-04-24-000050,"Хлеб заварной ХЛЕБНЫЙ ДОМ Заквасный без хлебопекарных дрожжей в упаковке, в нарезке, 350г",Хлеб и выпечка,1,72.99,0.0
89,CH-9_5-2025-04-24-000050,"Ветчина из окорока PREMIUM CLUB нарезка, 170г",Колбаса и сосиски,5,225.99,0.05
90,CH-9_5-2025-04-24-000051,"Томаты сливовидные ФЛАМЕНКО, 450г",Овощи и фрукты,5,298.99,0.05
91,CH-9_5-2025-04-24-000051,"Сыр твердый ВЕЛИКИЕ ЛУКИ Parmesan 40%, 3 месяца, без змж, 180г",Сыры,2,271.99,0.0
92,CH-9_5-2025-04-24-000052,"Творог СВЕЖЕЕ ЗАВТРА 5%, без змж, 200г",Молочные продукты,1,108.99,0.0
93,CH-9_5-2025-04-24-000053,"Колбаса вареная ДЫМОВ Докторская ГОСТ, 500г",Колбаса и сосиски,5,335.99,0.05
94,CH-9_5-2025-04-24-000053,"Хлебец АРНАУТ Ленинградский, 280г",Хлеб и выпечка,3,108.99,0.03
95,CH-9_5-2025-04-24-000053,"Хлебец АРНАУТ Ленинградский, 280г",Хлеб и выпечка,1,108.99,0.0
96,CH-9_5-2025-04-24-000054,"Вино J.P.CHENET Делишес Медиум Свит красное полусладкое, 0.75л",Алкоголь,5,999.99,0.05
97,CH-9_5-2025-04-24-000055,"Сметана МЗ Пискаревский 15%, безмж, 450г",Молочные продукты,4,124.99,0.03
98,CH-9_5-2025-04-24-000056,"Огурцы Луховицкие, 450г",Овощи и фрукты,3,280.99,0.03
99,CH-9_5-2025-04-24-000057,"Хлеб заварной ХЛЕБНЫЙ ДОМ Заквасный без хлебопекарных дрожжей в упаковке, в нарезке, 350г",Хлеб и выпечка,3,72.99,0.03
100,CH-9_5-2025-04-24-000058,"Кольцо песочное ДАРНИЦА, классическое с обжаренным арахисом, 80г",Хлеб и выпечка,3,50.99,0.03
101,CH-9_5-2025-04-24-000059,"Водка FINLANDIA 40%, 0.7л",Алкоголь,5,1449.99,0.05
102,CH-9_5-2025-04-24-000060,"Коньяк САРАДЖИШВИЛИ ХО Грузинский марочный старый КС 10 лет 40%, п/у, 0.5л",Алкоголь,1,4499.9,0.0
