,doc_id,item,category,amount,price,discount
0,CH-9_1-2025-04-24-000001,"Вино игристое MARTINI Asti белое сладкое, 0.75л",Алкоголь,5,1499.99,0.05
1,CH-9_1-2025-04-24-000002,"Редис, 500г",Овощи и фрукты,1,199.99,0.0
2,CH-9_1-2025-04-24-000003,"Колбаса сыровяленая CASADEMONT Сальчичон Монтанья Экстра, 250г",Колбаса и сосиски,1,656.99,0.0
3,CH-9_1-2025-04-24-000003,"Масло сливочное СЕЛО ЗЕЛЕНОЕ 82.5%, без змж, 175г",Молочные продукты,3,292.99,0.03
4,CH-9_1-2025-04-24-000003,"Хлеб Нордик с орехами и сухофруктами на закваске, 170г",Хлеб и выпечка,2,99.99,0.0
5,CH-9_1-2025-04-24-000003,"Молоко пастеризованное ПРОСТОКВАШИНО 2,5%, без змж, 930мл",Молочные продукты,3,97.99,0.03
6,CH-9_1-2025-04-24-000004,"Томаты черри ВАУ круглые красные, 200г",Овощи и фрукты,3,252.99,0.03
7,CH-9_1-2025-04-24-000005,"Коньяк САРАДЖИШВИЛИ ХО Грузинский марочный старый КС 10 лет 40%, п/у, 0.5л",Алкоголь,3,4499.9,0.03
8,CH-9_1-2025-04-24-000006,"Томаты сливовидные ФЛАМЕНКО, 450г",Овощи и фрукты,3,298.99,0.03
9,CH-9_1-2025-04-24-000007,Виски JACK DANIEL'S Tennessee Whiskey 1л,Алкоголь,5,2899.99,0.05
10,CH-9_1-2025-04-24-000008,"Сметана МЗ Пискаревский 15%, безмж, 450г",Молочные продукты,5,124.99,0.05
11,CH-9_1-2025-04-24-000008,"Колбаса сыровяленая CASADEMONT Сальчичон Монтанья Экстра, 250г",Колбаса и сосиски,2,656.99,0.0
12,CH-9_1-2025-04-24-000008,"Сыр творожный BONFESTO Кремчиз 70%, без змж, 400г",Сыры,1,308.99,0.0
13,CH-9_1-2025-04-24-000008,"Хлебец АРНАУТ Ленинградский, 280г",Хлеб и выпечка,3,108.99,0.03
14,CH-9_1-2025-04-24-000008,"Вино игристое MARTINI Asti белое сладкое, 0.75л",Алкоголь,2,1499.99,0.0
15,CH-9_1-2025-04-24-000009,"Вино игристое MARTINI Asti белое сладкое, 0.75л",Алкоголь,3,1499.99,0.03
16,CH-9_1-2025-04-24-000010,"Кольцо песочное ДАРНИЦА, классическое с обжаренным арахисом, 80г",Хлеб и выпечка,3,50.99,0.03
17,CH-9_1-2025-04-24-000011,"Сыр творожный BONFESTO Кремчиз 70%, без змж, 400г",Сыры,5,308.99,0.05
18,CH-9_1-2025-04-24-000012,"Сыр из козьего молока БЕЛОЕ ЗОЛОТО Грана Кози Леварден 50%, без змж, 150г",Сыры,2,417.99,0.0
19,CH-9_1-2025-04-24-000012,"Хлеб Нордик с орехами и сухофруктами на закваске, 170г",Хлеб и выпечка,3,99.99,0.03
20,CH-9_1-2025-04-24-000012,"Томаты черри ВАУ круглые красные, 200г",Овощи и фрукты,5,252.99,0.05
21,CH-9_1-2025-04-24-000013,"Сыр твердый ВЕЛИКИЕ ЛУКИ Parmesan 40%, 3 месяца, без змж, 180г",Сыры,1,271.99,0.0
22,CH-9_1-2025-04-24-000014,"Вино J.P.CHENET Делишес Медиум Свит красное полусладкое, 0.75л",Алкоголь,4,999.99,0.03
