,doc_id,item,category,amount,price,discount
0,CH-1_4-2025-04-24-000001,"Сало БАХРУШИНЪ с гималайской солью, 280г",Колбаса и сосиски,2,436.99,0.0
1,CH-1_4-2025-04-24-000002,"Творог СВЕЖЕЕ ЗАВТРА 5%, без змж, 200г",Молочные продукты,3,108.99,0.03
2,CH-1_4-2025-04-24-000002,"Водка FINLANDIA 40%, 0.7л",Алкоголь,1,1449.99,0.0
3,CH-1_4-2025-04-24-000003,"Биопродукт кефирный БИОБАЛАНС 1%, без змж, 930г",Молочные продукты,3,122.99,0.03
4,CH-1_4-2025-04-24-000004,"Кольцо песочное ДАРНИЦА, классическое с обжаренным арахисом, 80г",Хлеб и выпечка,4,50.99,0.03
5,CH-1_4-2025-04-24-000004,"Колбаса сыровяленая CASADEMONT Сальчичон Монтанья Экстра, 250г",Колбаса и сосиски,3,656.99,0.03
6,CH-1_4-2025-04-24-000004,"Томаты сливовидные ФЛАМЕНКО, 450г",Овощи и фрукты,4,298.99,0.03
7,CH-1_4-2025-04-24-000005,"Колбаса сыровяленая CASADEMONT Сальчичон Монтанья Экстра, 250г",Колбаса и сосиски,1,656.99,0.0
8,CH-1_4-2025-04-24-000006,"Колбаса вареная ДЫМОВ Докторская ГОСТ, 500г",Колбаса и сосиски,3,335.99,0.03
9,CH-1_4-2025-04-24-000006,Виски JACK DANIEL'S Tennessee Whiskey 1л,Алкоголь,2,2899.99,0.0
10,CH-1_4-2025-04-24-000006,"Сметана МЗ Пискаревский 15%, безмж, 450г",Молочные продукты,4,124.99,0.03
11,CH-1_4-2025-04-24-000006,"Коньяк САРАДЖИШВИЛИ ХО Грузинский марочный старый КС 10 лет 40%, п/у, 0.5л",Алкоголь,4,4499.9,0.03
12,CH-1_4-2025-04-24-000006,"Молоко пастеризованное ПРОСТОКВАШИНО 2,5%, без змж, 930мл",Молочные продукты,3,97.99,0.03
13,CH-1_4-2025-04-24-000006,"Сало БАХРУШИНЪ с гималайской солью, 280г",Колбаса и сосиски,5,436.99,0.05
14,CH-1_4-2025-04-24-000007,"Сметана МЗ Пискаревский 15%, безмж, 450г",Молочные продукты,2,124.99,0.0
15,CH-1_4-2025-04-24-000008,"Молоко пастеризованное ПРОСТОКВАШИНО 2,5%, без змж, 930мл",Молочные продукты,2,97.99,0.0
16,CH-1_4-2025-04-24-000009,"Водка FINLANDIA 40%, 0.7л",Алкоголь,4,1449.99,0.03
17,CH-1_4-2025-04-24-000009,"Творог СВЕЖЕЕ ЗАВТРА 5%, без змж, 200г",Молочные продукты,5,108.99,0.05
18,CH-1_4-2025-04-24-000009,"Водка FINLANDIA 40%, 0.7л",Алкоголь,5,1449.99,0.05
19,CH-1_4-2025-04-24-000009,"Вино J.P.CHENET Делишес Медиум Свит красное полусладкое, 0.75л",Алкоголь,3,999.99,0.03
20,CH-1_4-2025-04-24-000010,"Масло сливочное СЕЛО ЗЕЛЕНОЕ 82.5%, без змж, 175г",Молочные продукты,3,292.99,0.03
21,CH-1_4-2025-04-24-000010,"Хлебец АРНАУТ Ленинградский, 280г",Хлеб и выпечка,2,108.99,0.0
22,CH-1_4-2025-04-24-000010,"Хлеб заварной ХЛЕБНЫЙ ДОМ Заквасный без хлебопекарных дрожжей в упаковке, в нарезке, 350г",Хлеб и выпечка,1,72.99,0.0
23,CH-1_4-2025-04-24-000010,"Томаты черри ВАУ круглые красные, 200г",Овощи и фрукты,1,252.99,0.0
24,CH-1_4-2025-04-24-000011,"Сыр из козьего молока БЕЛОЕ ЗОЛОТО Грана Кози Леварден 50%, без змж, 150г",Сыры,1,417.99,0.0
25,CH-1_4-2025-04-24-000012,"Сметана МЗ Пискаревский 15%, безмж, 450г",Молочные продукты,2,124.99,0.0
26,CH-1_4-2025-04-24-000012,"Хлеб заварной ХЛЕБНЫЙ ДОМ Заквасный без хлебопекарных дрожжей в упаковке, в нарезке, 350г",Хлеб и выпечка,2,72.99,0.0
27,CH-1_4-2025-04-24-000012,"Сыр УМАЛАТ Сулугуни 45%, без змж, 280г",Сыры,3,339.99,0.03
28,CH-1_4-2025-04-24-000012,"Коньяк САРАДЖИШВИЛИ ХО Грузинский марочный старый КС 10 лет 40%, п/у, 0.5л",Алкоголь,4,4499.9,0.03
29,CH-1_4-2025-04-24-000012,"Колбаса вареная ДЫМОВ Докторская ГОСТ, 500г",Колбаса и сосиски,4,335.99,0.03
30,CH-1_4-2025-04-24-000012,"Сыр DORBLU с голубой плесенью 50%, без змж, 100г",Сыры,1,331.99,0.0
31,CH-1_4-2025-04-24-000012,"Сметана МЗ Пискаревский 15%, безмж, 450г",Молочные продукты,3,124.99,0.03
