,doc_id,item,category,amount,price,discount
0,CH-4_6-2025-04-24-000001,"Сыр из козьего молока БЕЛОЕ ЗОЛОТО Грана Кози Леварден 50%, без змж, 150г",Сыры,2,417.99,0.0
1,CH-4_6-2025-04-24-000001,"Творог СВЕЖЕЕ ЗАВТРА 5%, без змж, 200г",Молочные продукты,3,108.99,0.03
2,CH-4_6-2025-04-24-000001,"Коньяк САРАДЖИШВИЛИ ХО Грузинский марочный старый КС 10 лет 40%, п/у, 0.5л",Алкоголь,5,4499.9,0.05
3,CH-4_6-2025-04-24-000001,"Томаты черри ВАУ круглые красные, 200г",Овощи и фрукты,2,252.99,0.0
4,CH-4_6-2025-04-24-000002,"Сосиски ОКРАИНА Венские, 380г",Колбаса и сосиски,4,519.99,0.03
5,CH-4_6-2025-04-24-000002,"Вино игристое MARTINI Asti белое сладкое, 0.75л",Алкоголь,4,1499.99,0.03
6,CH-4_6-2025-04-24-000003,"Лаваш РИЖСКИЙ ХЛЕБ Армянский ручной работы, 300г",Хлеб и выпечка,3,73.99,0.03
7,CH-4_6-2025-04-24-000004,"Сыр УМАЛАТ Сулугуни 45%, без змж, 280г",Сыры,5,339.99,0.05
8,CH-4_6-2025-04-24-000004,"Вино игристое MARTINI Asti белое сладкое, 0.75л",Алкоголь,5,1499.99,0.05
9,CH-4_6-2025-04-24-000005,"Вино игристое MARTINI Asti белое сладкое, 0.75л",Алкоголь,5,1499.99,0.05
10,CH-4_6-2025-04-24-000006,"Молоко пастеризованное ПРОСТОКВАШИНО 2,5%, без змж, 930мл",Молочные продукты,4,97.99,0.03
11,CH-4_6-2025-04-24-000007,"Редис, 500г",Овощи и фрукты,1,199.99,0.0
12,CH-4_6-2025-04-24-000008,"Сыр DORBLU с голубой плесенью 50%, без змж, 100г",Сыры,5,331.99,0.05
13,CH-4_6-2025-04-24-000008,"Кольцо песочное ДАРНИЦА, классическое с обжаренным арахисом, 80г",Хлеб и выпечка,2,50.99,0.0
14,CH-4_6-2025-04-24-000009,"Сало БАХРУШИНЪ с гималайской солью, 280г",Колбаса и сосиски,1,436.99,0.0
15,CH-4_6-2025-04-24-000010,"Водка FINLANDIA 40%, 0.7л",Алкоголь,2,1449.99,0.0
16,CH-4_6-2025-04-24-000010,"Сыр из козьего молока БЕЛОЕ ЗОЛОТО Грана Кози Леварден 50%, без змж, 150г",Сыры,3,417.99,0.03
17,CH-4_6-2025-04-24-000011,"Сыр твердый ВЕЛИКИЕ ЛУКИ Parmesan 40%, 3 месяца, без змж, 180г",Сыры,1,271.99,0.0
18,CH-4_6-2025-04-24-000012,"Сыр творожный BONFESTO Кремчиз 70%, без змж, 400г",Сыры,4,308.99,0.03
19,CH-4_6-2025-04-24-000012,"Редис, 500г",Овощи и фрукты,5,199.99,0.05
20,CH-4_6-2025-04-24-000013,"Редис, 500г",Овощи и фрукты,3,199.99,0.03
21,CH-4_6-2025-04-24-000013,"Колбаса сыровяленая CASADEMONT Сальчичон Монтанья Экстра, 250г",Колбаса и сосиски,1,656.99,0.0
22,CH-4_6-2025-04-24-000013,"Огурцы Луховицкие, 450г",Овощи и фрукты,3,280.99,0.03
23,CH-4_6-2025-04-24-000013,"Биопродукт кефирный БИОБАЛАНС 1%, без змж, 930г",Молочные продукты,3,122.99,0.03
24,CH-4_6-2025-04-24-000013,"Вино J.P.CHENET Делишес Медиум Свит красное полусладкое, 0.75л",Алкоголь,4,999.99,0.03
25,CH-4_6-2025-04-24-000013,"Сало БАХРУШИНЪ с гималайской солью, 280г",Колбаса и сосиски,1,436.99,0.0
26,CH-4_6-2025-04-24-000014,"Редис, 500г",Овощи и фрукты,2,199.99,0.0
27,CH-4_6-2025-04-24-000015,"Сыр творожный BONFESTO Кремчиз 70%, без змж, 400г",Сыры,4,308.99,0.03
28,CH-4_6-2025-04-24-000015,"Сыр DORBLU с голубой плесенью 50%, без змж, 100г",Сыры,1,331.99,0.0
29,CH-4_6-2025-04-24-000015,"Сало БАХРУШИНЪ с гималайской солью, 280г",Колбаса и сосиски,3,436.99,0.03
30,CH-4_6-2025-04-24-000016,"Хлеб заварной ХЛЕБНЫЙ ДОМ Заквасный без хлебопекарных дрожжей в упаковке, в нарезке, 350г",Хлеб и выпечка,3,72.99,0.03
31,CH-4_6-2025-04-24-000017,"Хлеб Нордик с орехами и сухофруктами на закваске, 170г",Хлеб и выпечка,5,99.99,0.05
32,CH-4_6-2025-04-24-000018,"Перец микс, 2шт",Овощи и фрукты,5,151.99,0.05
33,CH-4_6-2025-04-24-000018,"Сыр DORBLU с голубой плесенью 50%, без змж, 100г",Сыры,3,331.99,0.03
34,CH-4_6-2025-04-24-000018,"Перец микс, 2шт",Овощи и фрукты,3,151.99,0.03
