,doc_id,item,category,amount,price,discount
0,CH-8_1-2025-04-24-000001,"Редис, 500г",Овощи и фрукты,4,199.99,0.03
1,CH-8_1-2025-04-24-000002,"Хлеб Нордик с орехами и сухофруктами на закваске, 170г",Хлеб и выпечка,2,99.99,0.0
2,CH-8_1-2025-04-24-000003,"Масло сливочное СЕЛО ЗЕЛЕНОЕ 82.5%, без змж, 175г",Молочные продукты,4,292.99,0.03
3,CH-8_1-2025-04-24-000003,"Вино игристое MARTINI Asti белое сладкое, 0.75л",Алкоголь,2,1499.99,0.0
4,CH-8_1-2025-04-24-000004,"Биопродукт кефирный БИОБАЛАНС 1%, без змж, 930г",Молочные продукты,1,122.99,0.0
5,CH-8_1-2025-04-24-000005,"Хлебец АРНАУТ Ленинградский, 280г",Хлеб и выпечка,2,108.99,0.0
6,CH-8_1-2025-04-24-000005,"Сметана МЗ Пискаревский 15%, безмж, 450г",Молочные продукты,3,124.99,0.03
7,CH-8_1-2025-04-24-000005,"Сыр творожный BONFESTO Кремчиз 70%, без змж, 400г",Сыры,2,308.99,0.0
8,CH-8_1-2025-04-24-000006,"Ветчина из окорока PREMIUM CLUB нарезка, 170г",Колбаса и сосиски,2,225.99,0.0
9,CH-8_1-2025-04-24-000006,"Вино J.P.CHENET Делишес Медиум Свит красное полусладкое, 0.75л",Алкоголь,1,999.99,0.0
10,CH-8_1-2025-04-24-000006,"Томаты сливовидные ФЛАМЕНКО, 450г",Овощи и фрукты,4,298.99,0.03
11,CH-8_1-2025-04-24-000007,"Молоко пастеризованное ПРОСТОКВАШИНО 2,5%, без змж, 930мл",Молочные продукты,5,97.99,0.05
12,CH-8_1-2025-04-24-000007,"Редис, 500г",Овощи и фрукты,2,199.99,0.0
13,CH-8_1-2025-04-24-000007,"Сосиски ОКРАИНА Венские, 380г",Колбаса и сосиски,2,519.99,0.0
14,CH-8_1-2025-04-24-000007,"Колбаса вареная ДЫМОВ Докторская ГОСТ, 500г",Колбаса и сосиски,1,335.99,0.0
15,CH-8_1-2025-04-24-000008,"Ветчина из окорока PREMIUM CLUB нарезка, 170г",Колбаса и сосиски,4,225.99,0.03
16,CH-8_1-2025-04-24-000008,"Водка FINLANDIA 40%, 0.7л",Алкоголь,3,1449.99,0.03
17,CH-8_1-2025-04-24-000009,"Перец микс, 2шт",Овощи и фрукты,4,151.99,0.03
18,CH-8_1-2025-04-24-000009,"Сыр твердый ВЕЛИКИЕ ЛУКИ Parmesan 40%, 3 месяца, без змж, 180г",Сыры,2,271.99,0.0
19,CH-8_1-2025-04-24-000009,"Вино игристое MARTINI Asti белое сладкое, 0.75л",Алкоголь,5,1499.99,0.05
20,CH-8_1-2025-04-24-000009,"Кольцо песочное ДАРНИЦА, классическое с обжаренным арахисом, 80г",Хлеб и выпечка,1,50.99,0.0
21,CH-8_1-2025-04-24-000010,"Томаты черри ВАУ круглые красные, 200г",Овощи и фрукты,5,252.99,0.05
22,CH-8_1-2025-04-24-000011,"Хлеб Нордик с орехами и сухофруктами на закваске, 170г",Хлеб и выпечка,3,99.99,0.03
23,CH-8_1-2025-04-24-000011,"Огурцы Луховицкие, 450г",Овощи и фрукты,3,280.99,0.03
24,CH-8_1-2025-04-24-000011,"Хлебец АРНАУТ Ленинградский, 280г",Хлеб и выпечка,2,108.99,0.0
25,CH-8_1-2025-04-24-000011,"Редис, 500г",Овощи и фрукты,1,199.99,0.0
26,CH-8_1-2025-04-24-000011,"Огурцы Луховицкие, 450г",Овощи и фрукты,5,280.99,0.05
27,CH-8_1-2025-04-24-000011,"Коньяк САРАДЖИШВИЛИ ХО Грузинский марочный старый КС 10 лет 40%, п/у, 0.5л",Алкоголь,4,4499.9,0.03
28,CH-8_1-2025-04-24-000012,"Коньяк САРАДЖИШВИЛИ ХО Грузинский марочный старый КС 10 лет 40%, п/у, 0.5л",Алкоголь,4,4499.9,0.03
29,CH-8_1-2025-04-24-000012,"Сметана МЗ Пискаревский 15%, безмж, 450г",Молочные продукты,4,124.99,0.03
